"category","percent","school_code","year"
"State High Poverty Quartile Schools ","97.8","0570611","201314"
"State Low Poverty Quartile Schools ","99.5","0570611","201314"
"School ","100","0570611","201415"
"State High Poverty Quartile Schools ","97.9","0570611","201415"
"State Low Poverty Quartile Schools ","99.6","0570611","201415"
"School ","100","0570611","201516"
"State High Poverty Quartile Schools ","97.6","0570611","201516"
"State Low Poverty Quartile Schools ","99.6","0570611","201516"
"School ","100","0570711","201314"
"State High Poverty Quartile Schools ","97.8","0570711","201314"
"State Low Poverty Quartile Schools ","99.5","0570711","201314"
"School ","100","0570711","201415"
"State High Poverty Quartile Schools ","97.9","0570711","201415"
"State Low Poverty Quartile Schools ","99.6","0570711","201415"
"School ","100","0570711","201516"
"State High Poverty Quartile Schools ","97.6","0570711","201516"
"State Low Poverty Quartile Schools ","99.6","0570711","201516"
"School ","100","0570811","201314"
"State High Poverty Quartile Schools ","97.8","0570811","201314"
"State Low Poverty Quartile Schools ","99.5","0570811","201314"
"School ","100","0570811","201415"
"State High Poverty Quartile Schools ","97.9","0570811","201415"
"State Low Poverty Quartile Schools ","99.6","0570811","201415"
"School ","100","0570811","201516"
"State High Poverty Quartile Schools ","97.6","0570811","201516"
"State Low Poverty Quartile Schools ","99.6","0570811","201516"
"School ","98.4","0570911","201314"
"State High Poverty Quartile Schools ","97.8","0570911","201314"
"State Low Poverty Quartile Schools ","99.5","0570911","201314"
"School ","100","0570911","201415"
"State High Poverty Quartile Schools ","97.9","0570911","201415"
"State Low Poverty Quartile Schools ","99.6","0570911","201415"
"School ","100","0570911","201516"
"State High Poverty Quartile Schools ","97.6","0570911","201516"
"State Low Poverty Quartile Schools ","99.6","0570911","201516"
"School ","98.5","0571011","201314"
"State High Poverty Quartile Schools ","97.8","0571011","201314"
"State Low Poverty Quartile Schools ","99.5","0571011","201314"
"School ","100","0571011","201415"
"State High Poverty Quartile Schools ","97.9","0571011","201415"
"State Low Poverty Quartile Schools ","99.6","0571011","201415"
"School ","100","0571011","201516"
"State High Poverty Quartile Schools ","97.6","0571011","201516"
"State Low Poverty Quartile Schools ","99.6","0571011","201516"
"School ","100","0571111","201314"
"State High Poverty Quartile Schools ","97.8","0571111","201314"
"State Low Poverty Quartile Schools ","99.5","0571111","201314"
"School ","97.2","0571111","201415"
"State High Poverty Quartile Schools ","97.9","0571111","201415"
"State Low Poverty Quartile Schools ","99.6","0571111","201415"
"School ","100","0571111","201516"
"State High Poverty Quartile Schools ","97.6","0571111","201516"
"State Low Poverty Quartile Schools ","99.6","0571111","201516"
"School ","100","0571311","201314"
"State High Poverty Quartile Schools ","97.8","0571311","201314"
"State Low Poverty Quartile Schools ","99.5","0571311","201314"
"School ","94.9","0571311","201415"
"State High Poverty Quartile Schools ","97.9","0571311","201415"
"State Low Poverty Quartile Schools ","99.6","0571311","201415"
"School ","100","0571311","201516"
"State High Poverty Quartile Schools ","97.6","0571311","201516"
"State Low Poverty Quartile Schools ","99.6","0571311","201516"
"School ","96.3","0575111","201314"
"State High Poverty Quartile Schools ","97.8","0575111","201314"
"State Low Poverty Quartile Schools ","99.5","0575111","201314"
"School ","97.1","0575111","201415"
"State High Poverty Quartile Schools ","97.9","0575111","201415"
"State Low Poverty Quartile Schools ","99.6","0575111","201415"
"School ","95.7","0575111","201516"
"State High Poverty Quartile Schools ","97.6","0575111","201516"
"State Low Poverty Quartile Schools ","99.6","0575111","201516"
"School ","100","0575211","201314"
"State High Poverty Quartile Schools ","97.8","0575211","201314"
"State Low Poverty Quartile Schools ","99.5","0575211","201314"
"School ","98.2","0575211","201415"
"State High Poverty Quartile Schools ","97.9","0575211","201415"
"State Low Poverty Quartile Schools ","99.6","0575211","201415"
"School ","98.3","0575211","201516"
"State High Poverty Quartile Schools ","97.6","0575211","201516"
"State Low Poverty Quartile Schools ","99.6","0575211","201516"
"School ","96.4","0575311","201314"
"State High Poverty Quartile Schools ","97.8","0575311","201314"
"State Low Poverty Quartile Schools ","99.5","0575311","201314"
"School ","100","0575311","201415"
"State High Poverty Quartile Schools ","97.9","0575311","201415"
"State Low Poverty Quartile Schools ","99.6","0575311","201415"
"School ","100","0575311","201516"
"State High Poverty Quartile Schools ","97.6","0575311","201516"
"State Low Poverty Quartile Schools ","99.6","0575311","201516"
"School ","99","0576111","201314"
"State High Poverty Quartile Schools ","97.8","0576111","201314"
"State Low Poverty Quartile Schools ","99.5","0576111","201314"
"School ","97.3","0576111","201415"
"State High Poverty Quartile Schools ","97.9","0576111","201415"
"State Low Poverty Quartile Schools ","99.6","0576111","201415"
"School ","98.7","0576111","201516"
"State High Poverty Quartile Schools ","97.6","0576111","201516"
"State Low Poverty Quartile Schools ","99.6","0576111","201516"
"School ","100","0580111","201415"
"State High Poverty Quartile Schools ","97.9","0580111","201415"
"State Low Poverty Quartile Schools ","99.6","0580111","201415"
"School ","100","0580111","201516"
"State High Poverty Quartile Schools ","97.6","0580111","201516"
"State Low Poverty Quartile Schools ","99.6","0580111","201516"
"School ","100","0580311","201314"
"State High Poverty Quartile Schools ","97.8","0580311","201314"
"State Low Poverty Quartile Schools ","99.5","0580311","201314"
"School ","98.7","0580311","201415"
"State High Poverty Quartile Schools ","97.9","0580311","201415"
"State Low Poverty Quartile Schools ","99.6","0580311","201415"
"School ","100","0580311","201516"
"State High Poverty Quartile Schools ","97.6","0580311","201516"
"State Low Poverty Quartile Schools ","99.6","0580311","201516"
"School ","97.3","0585111","201314"
"State High Poverty Quartile Schools ","97.8","0585111","201314"
"State Low Poverty Quartile Schools ","99.5","0585111","201314"
"School ","100","0585111","201415"
"State High Poverty Quartile Schools ","97.9","0585111","201415"
"State Low Poverty Quartile Schools ","99.6","0585111","201415"
"School ","97.2","0585111","201516"
"State High Poverty Quartile Schools ","97.6","0585111","201516"
"State Low Poverty Quartile Schools ","99.6","0585111","201516"
"School ","100","0586211","201314"
"State High Poverty Quartile Schools ","97.8","0586211","201314"
"State Low Poverty Quartile Schools ","99.5","0586211","201314"
"School ","99","0586211","201415"
"State High Poverty Quartile Schools ","97.9","0586211","201415"
"State Low Poverty Quartile Schools ","99.6","0586211","201415"
"School ","100","0586211","201516"
"State High Poverty Quartile Schools ","97.6","0586211","201516"
"State Low Poverty Quartile Schools ","99.6","0586211","201516"
"School ","98.4","0590111","201314"
"State High Poverty Quartile Schools ","97.8","0590111","201314"
"State Low Poverty Quartile Schools ","99.5","0590111","201314"
"School ","100","0590111","201415"
"State High Poverty Quartile Schools ","97.9","0590111","201415"
"State Low Poverty Quartile Schools ","99.6","0590111","201415"
"School ","100","0590111","201516"
"State High Poverty Quartile Schools ","97.6","0590111","201516"
"State Low Poverty Quartile Schools ","99.6","0590111","201516"
"School ","100","0590311","201314"
"State High Poverty Quartile Schools ","97.8","0590311","201314"
"State Low Poverty Quartile Schools ","99.5","0590311","201314"
"School ","100","0590311","201415"
"State High Poverty Quartile Schools ","97.9","0590311","201415"
"State Low Poverty Quartile Schools ","99.6","0590311","201415"
"School ","100","0590311","201516"
"State High Poverty Quartile Schools ","97.6","0590311","201516"
"State Low Poverty Quartile Schools ","99.6","0590311","201516"
"School ","100","0591211","201314"
"State High Poverty Quartile Schools ","97.8","0591211","201314"
"State Low Poverty Quartile Schools ","99.5","0591211","201314"
"School ","100","0591211","201415"
"State High Poverty Quartile Schools ","97.9","0591211","201415"
"State Low Poverty Quartile Schools ","99.6","0591211","201415"
"School ","100","0591211","201516"
"State High Poverty Quartile Schools ","97.6","0591211","201516"
"State Low Poverty Quartile Schools ","99.6","0591211","201516"
"School ","100","0591711","201314"
"State High Poverty Quartile Schools ","97.8","0591711","201314"
"State Low Poverty Quartile Schools ","99.5","0591711","201314"
"School ","100","0591711","201415"
"State High Poverty Quartile Schools ","97.9","0591711","201415"
"State Low Poverty Quartile Schools ","99.6","0591711","201415"
"School ","100","0591711","201516"
"State High Poverty Quartile Schools ","97.6","0591711","201516"
"State Low Poverty Quartile Schools ","99.6","0591711","201516"
"School ","100","0591811","201314"
"State High Poverty Quartile Schools ","97.8","0591811","201314"
"State Low Poverty Quartile Schools ","99.5","0591811","201314"
"School ","100","0591811","201415"
"State High Poverty Quartile Schools ","97.9","0591811","201415"
"State Low Poverty Quartile Schools ","99.6","0591811","201415"
"School ","100","0591811","201516"
"State High Poverty Quartile Schools ","97.6","0591811","201516"
"State Low Poverty Quartile Schools ","99.6","0591811","201516"
"School ","100","0591911","201314"
"State High Poverty Quartile Schools ","97.8","0591911","201314"
"State Low Poverty Quartile Schools ","99.5","0591911","201314"
"School ","100","0591911","201415"
"State High Poverty Quartile Schools ","97.9","0591911","201415"
"State Low Poverty Quartile Schools ","99.6","0591911","201415"
"School ","100","0591911","201516"
"State High Poverty Quartile Schools ","97.6","0591911","201516"
"State Low Poverty Quartile Schools ","99.6","0591911","201516"
"School ","100","0592011","201314"
"State High Poverty Quartile Schools ","97.8","0592011","201314"
"State Low Poverty Quartile Schools ","99.5","0592011","201314"
"School ","100","0592011","201415"
"State High Poverty Quartile Schools ","97.9","0592011","201415"
"State Low Poverty Quartile Schools ","99.6","0592011","201415"
"School ","100","0592011","201516"
"State High Poverty Quartile Schools ","97.6","0592011","201516"
"State Low Poverty Quartile Schools ","99.6","0592011","201516"
"School ","100","0595211","201314"
"State High Poverty Quartile Schools ","97.8","0595211","201314"
"State Low Poverty Quartile Schools ","99.5","0595211","201314"
"School ","100","0595211","201415"
"State High Poverty Quartile Schools ","97.9","0595211","201415"
"State Low Poverty Quartile Schools ","99.6","0595211","201415"
"School ","100","0595211","201516"
"State High Poverty Quartile Schools ","97.6","0595211","201516"
"State Low Poverty Quartile Schools ","99.6","0595211","201516"
"School ","100","0595311","201314"
"State High Poverty Quartile Schools ","97.8","0595311","201314"
"State Low Poverty Quartile Schools ","99.5","0595311","201314"
"School ","100","0595311","201415"
"State High Poverty Quartile Schools ","97.9","0595311","201415"
"State Low Poverty Quartile Schools ","99.6","0595311","201415"
"School ","97.5","0595311","201516"
"State High Poverty Quartile Schools ","97.6","0595311","201516"
"State Low Poverty Quartile Schools ","99.6","0595311","201516"
"School ","100","0596111","201314"
"State High Poverty Quartile Schools ","97.8","0596111","201314"
"State Low Poverty Quartile Schools ","99.5","0596111","201314"
"School ","98.7","0596111","201415"
"State High Poverty Quartile Schools ","97.9","0596111","201415"
"State Low Poverty Quartile Schools ","99.6","0596111","201415"
"School ","98.7","0596111","201516"
"State High Poverty Quartile Schools ","97.6","0596111","201516"
"State Low Poverty Quartile Schools ","99.6","0596111","201516"
"School ","100","0600211","201314"
"State High Poverty Quartile Schools ","97.8","0600211","201314"
"State Low Poverty Quartile Schools ","99.5","0600211","201314"
"School ","100","0600211","201415"
"State High Poverty Quartile Schools ","97.9","0600211","201415"
"State Low Poverty Quartile Schools ","99.6","0600211","201415"
"School ","100","0600211","201516"
"State High Poverty Quartile Schools ","97.6","0600211","201516"
"State Low Poverty Quartile Schools ","99.6","0600211","201516"
"School ","100","0600311","201314"
"State High Poverty Quartile Schools ","97.8","0600311","201314"
"State Low Poverty Quartile Schools ","99.5","0600311","201314"
"School ","100","0600311","201415"
"State High Poverty Quartile Schools ","97.9","0600311","201415"
"State Low Poverty Quartile Schools ","99.6","0600311","201415"
"School ","100","0600311","201516"
"State High Poverty Quartile Schools ","97.6","0600311","201516"
"State Low Poverty Quartile Schools ","99.6","0600311","201516"
"School ","100","0600411","201314"
"State High Poverty Quartile Schools ","97.8","0600411","201314"
"State Low Poverty Quartile Schools ","99.5","0600411","201314"
"School ","100","0600411","201415"
"State High Poverty Quartile Schools ","97.9","0600411","201415"
"State Low Poverty Quartile Schools ","99.6","0600411","201415"
"School ","100","0600411","201516"
"State High Poverty Quartile Schools ","97.6","0600411","201516"
"State Low Poverty Quartile Schools ","99.6","0600411","201516"
"School ","100","0600611","201314"
"State High Poverty Quartile Schools ","97.8","0600611","201314"
"State Low Poverty Quartile Schools ","99.5","0600611","201314"
"School ","100","0600611","201415"
"State High Poverty Quartile Schools ","97.9","0600611","201415"
"State Low Poverty Quartile Schools ","99.6","0600611","201415"
"School ","100","0600611","201516"
"State High Poverty Quartile Schools ","97.6","0600611","201516"
"State Low Poverty Quartile Schools ","99.6","0600611","201516"
"School ","100","0600711","201314"
"State High Poverty Quartile Schools ","97.8","0600711","201314"
"State Low Poverty Quartile Schools ","99.5","0600711","201314"
"School ","100","0600711","201415"
"State High Poverty Quartile Schools ","97.9","0600711","201415"
"State Low Poverty Quartile Schools ","99.6","0600711","201415"
"School ","100","0600711","201516"
"State High Poverty Quartile Schools ","97.6","0600711","201516"
"State Low Poverty Quartile Schools ","99.6","0600711","201516"
"School ","100","0605111","201314"
"State High Poverty Quartile Schools ","97.8","0605111","201314"
"State Low Poverty Quartile Schools ","99.5","0605111","201314"
"School ","100","0605111","201415"
"State High Poverty Quartile Schools ","97.9","0605111","201415"
"State Low Poverty Quartile Schools ","99.6","0605111","201415"
"School ","100","0605111","201516"
"State High Poverty Quartile Schools ","97.6","0605111","201516"
"State Low Poverty Quartile Schools ","99.6","0605111","201516"
"School ","98.5","0606111","201314"
"State High Poverty Quartile Schools ","97.8","0606111","201314"
"State Low Poverty Quartile Schools ","99.5","0606111","201314"
"School ","100","0606111","201415"
"State High Poverty Quartile Schools ","97.9","0606111","201415"
"State Low Poverty Quartile Schools ","99.6","0606111","201415"
"School ","100","0606111","201516"
"State High Poverty Quartile Schools ","97.6","0606111","201516"
"State Low Poverty Quartile Schools ","99.6","0606111","201516"
"School ","100","0620111","201314"
"State High Poverty Quartile Schools ","97.8","0620111","201314"
"State Low Poverty Quartile Schools ","99.5","0620111","201314"
"School ","100","0620111","201415"
"State High Poverty Quartile Schools ","97.9","0620111","201415"
"State Low Poverty Quartile Schools ","99.6","0620111","201415"
"School ","100","0620111","201516"
"State High Poverty Quartile Schools ","97.6","0620111","201516"
"State Low Poverty Quartile Schools ","99.6","0620111","201516"
"School ","96","0620211","201314"
"State High Poverty Quartile Schools ","97.8","0620211","201314"
"State Low Poverty Quartile Schools ","99.5","0620211","201314"
"School ","100","0620211","201415"
"State High Poverty Quartile Schools ","97.9","0620211","201415"
"State Low Poverty Quartile Schools ","99.6","0620211","201415"
"School ","100","0620211","201516"
"State High Poverty Quartile Schools ","97.6","0620211","201516"
"State Low Poverty Quartile Schools ","99.6","0620211","201516"
"School ","95.8","0620311","201314"
"State High Poverty Quartile Schools ","97.8","0620311","201314"
"State Low Poverty Quartile Schools ","99.5","0620311","201314"
"School ","100","0620311","201415"
"State High Poverty Quartile Schools ","97.9","0620311","201415"
"State Low Poverty Quartile Schools ","99.6","0620311","201415"
"School ","100","0620311","201516"
"State High Poverty Quartile Schools ","97.6","0620311","201516"
"State Low Poverty Quartile Schools ","99.6","0620311","201516"
"School ","100","0620411","201314"
"State High Poverty Quartile Schools ","97.8","0620411","201314"
"State Low Poverty Quartile Schools ","99.5","0620411","201314"
"School ","100","0620411","201415"
"State High Poverty Quartile Schools ","97.9","0620411","201415"
"State Low Poverty Quartile Schools ","99.6","0620411","201415"
"School ","100","0620411","201516"
"State High Poverty Quartile Schools ","97.6","0620411","201516"
"State Low Poverty Quartile Schools ","99.6","0620411","201516"
"School ","100","0621011","201314"
"State High Poverty Quartile Schools ","97.8","0621011","201314"
"State Low Poverty Quartile Schools ","99.5","0621011","201314"
"School ","100","0621011","201415"
"State High Poverty Quartile Schools ","97.9","0621011","201415"
"State Low Poverty Quartile Schools ","99.6","0621011","201415"
"School ","100","0621011","201516"
"State High Poverty Quartile Schools ","97.6","0621011","201516"
"State Low Poverty Quartile Schools ","99.6","0621011","201516"
"School ","100","0621111","201314"
"State High Poverty Quartile Schools ","97.8","0621111","201314"
"State Low Poverty Quartile Schools ","99.5","0621111","201314"
"School ","100","0621111","201415"
"State High Poverty Quartile Schools ","97.9","0621111","201415"
"State Low Poverty Quartile Schools ","99.6","0621111","201415"
"School ","100","0621111","201516"
"State High Poverty Quartile Schools ","97.6","0621111","201516"
"State Low Poverty Quartile Schools ","99.6","0621111","201516"
"School ","100","0621211","201314"
"State High Poverty Quartile Schools ","97.8","0621211","201314"
"State Low Poverty Quartile Schools ","99.5","0621211","201314"
"School ","100","0621211","201415"
"State High Poverty Quartile Schools ","97.9","0621211","201415"
"State Low Poverty Quartile Schools ","99.6","0621211","201415"
"School ","100","0621211","201516"
"State High Poverty Quartile Schools ","97.6","0621211","201516"
"State Low Poverty Quartile Schools ","99.6","0621211","201516"
"School ","100","0621411","201314"
"State High Poverty Quartile Schools ","97.8","0621411","201314"
"State Low Poverty Quartile Schools ","99.5","0621411","201314"
"School ","100","0621411","201415"
"State High Poverty Quartile Schools ","97.9","0621411","201415"
"State Low Poverty Quartile Schools ","99.6","0621411","201415"
"School ","100","0621411","201516"
"State High Poverty Quartile Schools ","97.6","0621411","201516"
"State Low Poverty Quartile Schools ","99.6","0621411","201516"
"School ","100","0625211","201314"
"State High Poverty Quartile Schools ","97.8","0625211","201314"
"State Low Poverty Quartile Schools ","99.5","0625211","201314"
"School ","100","0625211","201415"
"State High Poverty Quartile Schools ","97.9","0625211","201415"
"State Low Poverty Quartile Schools ","99.6","0625211","201415"
"School ","98.4","0625211","201516"
"State High Poverty Quartile Schools ","97.6","0625211","201516"
"State Low Poverty Quartile Schools ","99.6","0625211","201516"
"School ","100","0626111","201314"
"State High Poverty Quartile Schools ","97.8","0626111","201314"
"State Low Poverty Quartile Schools ","99.5","0626111","201314"
"School ","100","0626111","201415"
"State High Poverty Quartile Schools ","97.9","0626111","201415"
"State Low Poverty Quartile Schools ","99.6","0626111","201415"
"School ","100","0626111","201516"
"State High Poverty Quartile Schools ","97.6","0626111","201516"
"State Low Poverty Quartile Schools ","99.6","0626111","201516"
"School ","100","0630111","201314"
"State High Poverty Quartile Schools ","97.8","0630111","201314"
"State Low Poverty Quartile Schools ","99.5","0630111","201314"
"School ","100","0630111","201415"
"State High Poverty Quartile Schools ","97.9","0630111","201415"
"State Low Poverty Quartile Schools ","99.6","0630111","201415"
"School ","100","0630111","201516"
"State High Poverty Quartile Schools ","97.6","0630111","201516"
"State Low Poverty Quartile Schools ","99.6","0630111","201516"
"School ","100","0640111","201314"
"State High Poverty Quartile Schools ","97.8","0640111","201314"
"State Low Poverty Quartile Schools ","99.5","0640111","201314"
"School ","100","0640111","201415"
"State High Poverty Quartile Schools ","97.9","0640111","201415"
"State Low Poverty Quartile Schools ","99.6","0640111","201415"
"School ","100","0640111","201516"
"State High Poverty Quartile Schools ","97.6","0640111","201516"
"State Low Poverty Quartile Schools ","99.6","0640111","201516"
"School ","98.9","0640411","201314"
"State High Poverty Quartile Schools ","97.8","0640411","201314"
"State Low Poverty Quartile Schools ","99.5","0640411","201314"
"School ","100","0640411","201415"
"State High Poverty Quartile Schools ","97.9","0640411","201415"
"State Low Poverty Quartile Schools ","99.6","0640411","201415"
"School ","100","0640411","201516"
"State High Poverty Quartile Schools ","97.6","0640411","201516"
"State Low Poverty Quartile Schools ","99.6","0640411","201516"
"School ","72","0640511","201314"
"State High Poverty Quartile Schools ","97.8","0640511","201314"
"State Low Poverty Quartile Schools ","99.5","0640511","201314"
"School ","79.3","0640511","201415"
"State High Poverty Quartile Schools ","97.9","0640511","201415"
"State Low Poverty Quartile Schools ","99.6","0640511","201415"
"School ","78.8","0640511","201516"
"State High Poverty Quartile Schools ","97.6","0640511","201516"
"State Low Poverty Quartile Schools ","99.6","0640511","201516"
"School ","100","0640611","201314"
"State High Poverty Quartile Schools ","97.8","0640611","201314"
"State Low Poverty Quartile Schools ","99.5","0640611","201314"
"School ","100","0640611","201415"
"State High Poverty Quartile Schools ","97.9","0640611","201415"
"State Low Poverty Quartile Schools ","99.6","0640611","201415"
"School ","100","0640611","201516"
"State High Poverty Quartile Schools ","97.6","0640611","201516"
"State Low Poverty Quartile Schools ","99.6","0640611","201516"
"School ","100","0640711","201314"
"State High Poverty Quartile Schools ","97.8","0640711","201314"
"State Low Poverty Quartile Schools ","99.5","0640711","201314"
"School ","100","0640711","201415"
"State High Poverty Quartile Schools ","97.9","0640711","201415"
"State Low Poverty Quartile Schools ","99.6","0640711","201415"
"School ","100","0640711","201516"
"State High Poverty Quartile Schools ","97.6","0640711","201516"
"State Low Poverty Quartile Schools ","99.6","0640711","201516"
"School ","100","0640811","201314"
"State High Poverty Quartile Schools ","97.8","0640811","201314"
"State Low Poverty Quartile Schools ","99.5","0640811","201314"
"School ","100","0640811","201415"
"State High Poverty Quartile Schools ","97.9","0640811","201415"
"State Low Poverty Quartile Schools ","99.6","0640811","201415"
"School ","100","0640811","201516"
"State High Poverty Quartile Schools ","97.6","0640811","201516"
"State Low Poverty Quartile Schools ","99.6","0640811","201516"
"School ","100","0640911","201314"
"State High Poverty Quartile Schools ","97.8","0640911","201314"
"State Low Poverty Quartile Schools ","99.5","0640911","201314"
"School ","100","0640911","201415"
"State High Poverty Quartile Schools ","97.9","0640911","201415"
"State Low Poverty Quartile Schools ","99.6","0640911","201415"
"School ","100","0640911","201516"
"State High Poverty Quartile Schools ","97.6","0640911","201516"
"State Low Poverty Quartile Schools ","99.6","0640911","201516"
