"category","Count","SPI","Target","Achieved","type","school_code","year"
"","","","","","CMT","0590111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0590111","201314"
"Students with Disabilities ","",".",". ","","CMT","0590111","201314"
"","","","","","CMT","0590311","201314"
"Black or African American ","",".",". ","","CMT","0590311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0590311","201314"
"English Language Learners ","",".",". ","","CMT","0590311","201314"
"","","","","","CMT","0590311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0590311","201314"
"Students with Disabilities ","",".",". ","","CMT","0590311","201314"
"","","","","","CMT","0591211","201314"
"Black or African American ","",".",". ","","CMT","0591211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0591211","201314"
"English Language Learners ","",".",". ","","CMT","0591211","201314"
"","","","","","CMT","0591211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0591211","201314"
"Students with Disabilities ","",".",". ","","CMT","0591211","201314"
"","","","","","CMT","0591711","201314"
"Black or African American ","",".",". ","","CMT","0591711","201314"
"Hispanic or Latino ","",".",". ","","CMT","0591711","201314"
"English Language Learners ","",".",". ","","CMT","0591711","201314"
"","","","","","CMT","0591711","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0591711","201314"
"Students with Disabilities ","",".",". ","","CMT","0591711","201314"
"","","","","","CMT","0591811","201314"
"Black or African American ","",".",". ","","CMT","0591811","201314"
"Hispanic or Latino ","",".",". ","","CMT","0591811","201314"
"English Language Learners ","",".",". ","","CMT","0591811","201314"
"","","","","","CMT","0591811","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0591811","201314"
"Students with Disabilities ","",".",". ","","CMT","0591811","201314"
"","","","","","CMT","0591911","201314"
"Black or African American ","",".",". ","","CMT","0591911","201314"
"Hispanic or Latino ","",".",". ","","CMT","0591911","201314"
"English Language Learners ","",".",". ","","CMT","0591911","201314"
"","","","","","CMT","0591911","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0591911","201314"
"Students with Disabilities ","",".",". ","","CMT","0591911","201314"
"","","","","","CMT","0592011","201314"
"Black or African American ","",".",". ","","CMT","0592011","201314"
"Hispanic or Latino ","",".",". ","","CMT","0592011","201314"
"English Language Learners ","",".",". ","","CMT","0592011","201314"
"","","","","","CMT","0592011","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0592011","201314"
"Students with Disabilities ","",".",". ","","CMT","0592011","201314"
"","","","","","CMT","0595211","201314"
"Black or African American ","",".",". ","","CMT","0595211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0595211","201314"
"English Language Learners ","",".",". ","","CMT","0595211","201314"
"","","","","","CMT","0595211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0595211","201314"
"Students with Disabilities ","",".",". ","","CMT","0595211","201314"
"","","","","","CMT","0595311","201314"
"Black or African American ","",".",". ","","CMT","0595311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0595311","201314"
"English Language Learners ","",".",". ","","CMT","0595311","201314"
"","","","","","CMT","0595311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0595311","201314"
"Students with Disabilities ","",".",". ","","CMT","0595311","201314"
"","","","","","CAPT","0596111","201314"
"Black or African American ","",".",". ","","CAPT","0596111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0596111","201314"
"English Language Learners ","",".",". ","","CAPT","0596111","201314"
"","","","","","CAPT","0596111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0596111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0596111","201314"
"","","","","","CMT","0600211","201314"
"Black or African American ","",".",". ","","CMT","0600211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0600211","201314"
"English Language Learners ","",".",". ","","CMT","0600211","201314"
"","","","","","CMT","0600211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0600211","201314"
"Students with Disabilities ","",".",". ","","CMT","0600211","201314"
"","","","","","CMT","0600311","201314"
"Black or African American ","",".",". ","","CMT","0600311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0600311","201314"
"English Language Learners ","",".",". ","","CMT","0600311","201314"
"","","","","","CMT","0600311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0600311","201314"
"Students with Disabilities ","",".",". ","","CMT","0600311","201314"
"","","","","","CMT","0600411","201314"
"Black or African American ","",".",". ","","CMT","0600411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0600411","201314"
"English Language Learners ","",".",". ","","CMT","0600411","201314"
"","","","","","CMT","0600411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0600411","201314"
"Students with Disabilities ","",".",". ","","CMT","0600411","201314"
"","","","","","CMT","0600611","201314"
"Black or African American ","",".",". ","","CMT","0600611","201314"
"Hispanic or Latino ","",".",". ","","CMT","0600611","201314"
"English Language Learners ","",".",". ","","CMT","0600611","201314"
"","","","","","CMT","0600611","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0600611","201314"
"Students with Disabilities ","",".",". ","","CMT","0600611","201314"
"","","","","","CMT","0600711","201314"
"Black or African American ","",".",". ","","CMT","0600711","201314"
"Hispanic or Latino ","",".",". ","","CMT","0600711","201314"
"English Language Learners ","",".",". ","","CMT","0600711","201314"
"","","","","","CMT","0600711","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0600711","201314"
"Students with Disabilities ","",".",". ","","CMT","0600711","201314"
"","","","","","CMT","0605111","201314"
"Black or African American ","",".",". ","","CMT","0605111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0605111","201314"
"English Language Learners ","",".",". ","","CMT","0605111","201314"
"","","","","","CMT","0605111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0605111","201314"
"Students with Disabilities ","",".",". ","","CMT","0605111","201314"
"","","","","","CAPT","0606111","201314"
"Black or African American ","",".",". ","","CAPT","0606111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0606111","201314"
"English Language Learners ","",".",". ","","CAPT","0606111","201314"
"","","","","","CAPT","0606111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0606111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0606111","201314"
"","","","","","CMT","0620111","201314"
"Black or African American ","",".",". ","","CMT","0620111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0620111","201314"
"English Language Learners ","",".",". ","","CMT","0620111","201314"
"","","","","","CMT","0620111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0620111","201314"
"Students with Disabilities ","",".",". ","","CMT","0620111","201314"
"","","","","","CMT","0620211","201314"
"Black or African American ","",".",". ","","CMT","0620211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0620211","201314"
"English Language Learners ","",".",". ","","CMT","0620211","201314"
"","","","","","CMT","0620211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0620211","201314"
"Students with Disabilities ","",".",". ","","CMT","0620211","201314"
"","","","","","CMT","0620311","201314"
"Black or African American ","",".",". ","","CMT","0620311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0620311","201314"
"English Language Learners ","",".",". ","","CMT","0620311","201314"
"","","","","","CMT","0620311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0620311","201314"
"Students with Disabilities ","",".",". ","","CMT","0620311","201314"
"","","","","","CMT","0620411","201314"
"Black or African American ","",".",". ","","CMT","0620411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0620411","201314"
"English Language Learners ","",".",". ","","CMT","0620411","201314"
"","","","","","CMT","0620411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0620411","201314"
"Students with Disabilities ","",".",". ","","CMT","0620411","201314"
"","","","","","CMT","0621011","201314"
"Black or African American ","",".",". ","","CMT","0621011","201314"
"Hispanic or Latino ","",".",". ","","CMT","0621011","201314"
"English Language Learners ","",".",". ","","CMT","0621011","201314"
"","","","","","CMT","0621011","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0621011","201314"
"Students with Disabilities ","",".",". ","","CMT","0621011","201314"
"","","","","","CMT","0621111","201314"
"Black or African American ","",".",". ","","CMT","0621111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0621111","201314"
"English Language Learners ","",".",". ","","CMT","0621111","201314"
"","","","","","CMT","0621111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0621111","201314"
"Students with Disabilities ","",".",". ","","CMT","0621111","201314"
"","","","","","CMT","0621211","201314"
"Black or African American ","",".",". ","","CMT","0621211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0621211","201314"
"English Language Learners ","",".",". ","","CMT","0621211","201314"
"","","","","","CMT","0621211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0621211","201314"
"Students with Disabilities ","",".",". ","","CMT","0621211","201314"
"","","","","","CMT","0621411","201314"
"Black or African American ","",".",". ","","CMT","0621411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0621411","201314"
"English Language Learners ","",".",". ","","CMT","0621411","201314"
"","","","","","CMT","0621411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0621411","201314"
"Students with Disabilities ","",".",". ","","CMT","0621411","201314"
"","","","","","CMT","0625211","201314"
"Black or African American ","",".",". ","","CMT","0625211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0625211","201314"
"English Language Learners ","",".",". ","","CMT","0625211","201314"
"","","","","","CMT","0625211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0625211","201314"
"Students with Disabilities ","",".",". ","","CMT","0625211","201314"
"","","","","","CAPT","0626111","201314"
"Black or African American ","",".",". ","","CAPT","0626111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0626111","201314"
"English Language Learners ","",".",". ","","CAPT","0626111","201314"
"","","","","","CAPT","0626111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0626111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0626111","201314"
"","","","","","CMT","0630111","201314"
"Black or African American ","",".",". ","","CMT","0630111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0630111","201314"
"English Language Learners ","",".",". ","","CMT","0630111","201314"
"","","","","","CMT","0630111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0630111","201314"
"Students with Disabilities ","",".",". ","","CMT","0630111","201314"
"","","","","","CMT","0640111","201314"
"Black or African American ","",".",". ","","CMT","0640111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0640111","201314"
"English Language Learners ","",".",". ","","CMT","0640111","201314"
"","","","","","CMT","0640111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0640111","201314"
"Students with Disabilities ","",".",". ","","CMT","0640111","201314"
"","","","","","CMT","0640411","201314"
"Black or African American ","",".",". ","","CMT","0640411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0640411","201314"
"English Language Learners ","",".",". ","","CMT","0640411","201314"
"","","","","","CMT","0640411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0640411","201314"
"Students with Disabilities ","",".",". ","","CMT","0640411","201314"
"Black or African American ","N/A ","N/A","N/A ","N/A","CMT","0640511","201314"
"Hispanic or Latino ","N/A ","N/A","N/A ","N/A","CMT","0640511","201314"
"English Language Learners ","N/A ","N/A","N/A ","N/A","CMT","0640511","201314"
"Eligible for Free or Reduced-Price Meals ","N/A ","N/A","N/A ","N/A","CMT","0640511","201314"
"Students with Disabilities ","N/A ","N/A","N/A ","N/A","CMT","0640511","201314"
"High Needs ","N/A ","N/A","N/A ","N/A","CMT","0640511","201314"
"School ","N/A ","N/A","N/A ","N/A","CMT","0640511","201314"
"","","","","","CMT","0640611","201314"
"Black or African American ","",".",". ","","CMT","0640611","201314"
"Hispanic or Latino ","",".",". ","","CMT","0640611","201314"
"English Language Learners ","",".",". ","","CMT","0640611","201314"
"","","","","","CMT","0640611","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0640611","201314"
"Students with Disabilities ","",".",". ","","CMT","0640611","201314"
"","","","","","CMT","0640711","201314"
"Black or African American ","",".",". ","","CMT","0640711","201314"
"Hispanic or Latino ","",".",". ","","CMT","0640711","201314"
"English Language Learners ","",".",". ","","CMT","0640711","201314"
"","","","","","CMT","0640711","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0640711","201314"
"Students with Disabilities ","",".",". ","","CMT","0640711","201314"
"","","","","","CMT","0640811","201314"
"Black or African American ","",".",". ","","CMT","0640811","201314"
"Hispanic or Latino ","",".",". ","","CMT","0640811","201314"
"English Language Learners ","",".",". ","","CMT","0640811","201314"
"","","","","","CMT","0640811","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0640811","201314"
"Students with Disabilities ","",".",". ","","CMT","0640811","201314"
"","","","","","CMT","0640911","201314"
"Black or African American ","",".",". ","","CMT","0640911","201314"
"Hispanic or Latino ","",".",". ","","CMT","0640911","201314"
"English Language Learners ","",".",". ","","CMT","0640911","201314"
"","","","","","CMT","0640911","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0640911","201314"
"Students with Disabilities ","",".",". ","","CMT","0640911","201314"
