school_code,district_code,school,type,district,street,city,state,zip,phone,fax,website,education_program,program_type,inter_district_magnet,pre_kindergarten,kindergarten,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12
1440421,None,Christian Heritiage School,Nonpublic Elementary and Secondary Schools,,575 White Plains Road,Trumbull,CT,06611,203-261-6230,203-452-1531,,Standard Non-Public,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
180321,None,Christian Life Academy,Nonpublic Elementary and Secondary Schools,,133 Junction Road,Brookfield,CT,06804,203-775-5191,203-775-5567,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
8190161,None,Clarinda Academy,Nonpublic Elementary and Secondary Schools,,1820 North 16th Street,Clarinda,IA,51632,712-542-3103,,,APSEP,,,,,,,,,,,,,,,,
640717,None,Co-opportunity Inc.,Adult Education Providers,,20-28 Sargent Street,Hartford,CT,06106,860-236-3617,860-808-1757,,,,,,,,,,,,,,,,,,
931621,None,Cold Spring School,Nonpublic Elementary and Secondary Schools,,263 Chapel Street,New Haven,CT,06513,203-787-1584,203-787-9444,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8250421,None,College Internship Program - The Berkshire Center,Nonpublic Elementary and Secondary Schools,,18 Park Street,Lee,MA,01238,413-243-2576,,,Standard Non-Public,,,,,,,,,,,,,,,,
340821,None,Colonial Hills Christian Academy,Nonpublic Elementary and Secondary Schools,,40 Stadley Rough Road,Danbury,CT,06811,203-794-9399,203-794-9399,,Standard Non-Public,,,,,,,,,,,,,,,,
770161,None,Community Child Guidance Clinic School,Nonpublic Elementary and Secondary Schools,,317 North Main Street,Manchester,CT,06042,860-643-2101,860-645-1470,,APSEP,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
720382,None,"Community Enterprises, Inc.",Nonpublic Elementary and Secondary Schools,,1649 Route 12,Gales Ferry,CT,06335,860-464-7221,860-464-7223,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
950161,None,Connecticut College Children's Program,Nonpublic Elementary and Secondary Schools,,75 Nameaug Ave,New London,CT,06320,860-439-2920,860-439-5317,,APSEP,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610521,None,Connecticut Friends School,Nonpublic Elementary and Secondary Schools,,317 New Canaan Road,Wilton,CT,06897,203-762-9860,203-834-9640,www,Standard Non-Public,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740161,None,Connecticut Junior Republic,Nonpublic Elementary and Secondary Schools,,550 Goshen Road,Litchfield,CT,06759,860-567-9423,860-567-2670,,APSEP,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
576221,None,Convent of the Sacred Heart,Nonpublic Elementary and Secondary Schools,,1177 King Street,Greenwich,CT,06831,203-532-3532,203-531-5206,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1020221,None,Cornerstone Baptist Academy,Nonpublic Elementary and Secondary Schools,,"P.O. BOx 25, 5 Rocky Hollow Rd",North Stonington,CT,06359,860-535-0208,,,Standard Non-Public,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8440221,None,Cornerstone School,Nonpublic Elementary and Secondary Schools,,665 Dyer Avenue,Cranston,RI,02920,401-942-2388,,www.accesspointri.org/,APSEP,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1080182,None,Corporation for Public Management,Nonpublic Elementary and Secondary Schools,,75 Summit Street,Manchester,CT,06040,413-536-5403 x216,413-420-0029,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1590121,None,Corpus Christi School,Nonpublic Elementary and Secondary Schools,,581 Silas Deane Highway,Wethersfield,CT,06109,860-529-5487,860-257-9106,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
325121,None,Covenant Academy,Nonpublic Elementary and Secondary Schools,,Box 231,Coventry,CT,06238,860-871-4169,,,Standard Non-Public,,,,,,,,,,,,,,,,
1425121,None,Covenant Academy,Nonpublic Elementary and Secondary Schools,,26 Deer Meadow,Tolland,CT,06084,xxx-x-,,,Standard Non-Public,,,,,,,,,,,,,,,,
1695221,None,Covenant Academy,Nonpublic Elementary and Secondary Schools,,Box 51,Woodstock,CT,06281,860-871-4169,,,Standard Non-Public,,,,,,,,,,,,,,,,
645021,None,Covenant Preparatory School,Nonpublic Elementary and Secondary Schools,,135 Broad Street,Hartford,CT,06105,860-547-0298,860-547-0361,,Standard Non-Public,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
8251221,None,Crossroads School for Children,Nonpublic Elementary and Secondary Schools,,11 Huron Drive,Natick,MA,01760,508-651-7500,508-651-7510,www.crossroadsschoolma.org,APSEP,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1160221,None,Crossway Christian Academy,Nonpublic Elementary and Secondary Schools,,250 East Putnam Road,Putnam,CT,06260,860-963-3787,860-963-0623,,Standard Non-Public,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
8330161,None,Crotched Mountain Rehabilitation Center,Nonpublic Elementary and Secondary Schools,,1 Verney Drive,Greenfield,NH,03047,603-547-3311,,,APSEP,,,,,,,,,,,,,,,,
8253461,None,Curtis Blake School,Nonpublic Elementary and Secondary Schools,,979 Dickinson Street,Springfield,MA,01108,413-205-3960,,,APSEP,,,,,,,,,,,,,,,,
8350121,None,Del Rio Academy,Nonpublic Elementary and Secondary Schools,,50 Calle del Rio,Los Lunas,NM,87031,505-866-9271,,,Standard Non-Public,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
8251061,None,Devereaux,Nonpublic Elementary and Secondary Schools,,"60 Miles Road, PO Box 219",Rutland,MA,01543,508-886-4746,,,APSEP,,,,,,,,,,,,,,,,
8120861,None,Devereaux Florida,Nonpublic Elementary and Secondary Schools,,"5850 T. G. Lee Blvd, Suite 400",Orlando,FL,32822,407-362-9210,,,APSEP,,,,,,,,,,,,,,,,
8420461,None,Devereaux Kanner Center in West Chester,Nonpublic Elementary and Secondary Schools,,390 E. Boot Road,West Chester,PA,19380,610-431-8100,,,APSEP,,,,,,,,,,,,,,,,
8480121,None,Devereux - League City,Nonpublic Elementary and Secondary Schools,,1150 Devereux Drive,League City,TX,77573,800-373-0011,,,Standard Non-Public,,,,,,,,,,,,,,,,
1500161,None,Devereux Glenholme School,Nonpublic Elementary and Secondary Schools,,81 Sabbaday Lane,Washington,CT,06793,860-868-7377,860-868-6711,,APSEP,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1380321,None,Diocese of Bridgeport Schools Corp. D.B.A. St. James School,Nonpublic Elementary and Secondary Schools,,50 Harvey Place,Stratford,CT,06615,203-375-5994,203-380-0749,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
20482,None,"Disability Resource Network, Inc.",Nonpublic Elementary and Secondary Schools,,230 Caroline Street,Derby,CT,06483,203-732-0030,203-732-1070,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
150682,None,"Disability Resource Network, Inc. - Bridgeport",Nonpublic Elementary and Secondary Schools,,1718 Capital Avenue,Bridgeport,CT,06604,203-732-0030,203-732-1070,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
600282,None,Discover Learn Work Career Training Services - Ability Beyond,Nonpublic Elementary and Secondary Schools,,929 Boston Post Road,Guilford,CT,06437,203-826-3099,860-410-1165,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1100182,None,Discover Learn Work Career Training Services - Ability Beyond,Nonpublic Elementary and Secondary Schools,,17 Farmington Ave,Plainville,CT,06062,203-826-3099,860-410-1165,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
340721,None,Discover Learn Work Career Training Services  Ability Beyond,Nonpublic Elementary and Secondary Schools,,60 West Street,Danbury,CT,06062,203-826-3099,860-410-1165,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8230261,None,ELAN,Nonpublic Elementary and Secondary Schools,,#5 Road PO Box 578,Poland Springs,ME,04274,207-998-4666,,,APSEP,,,,,,,,,,,,,,,,
570161,None,Eagle Hill School,Nonpublic Elementary and Secondary Schools,,45 Glenville Road,Greenwich,CT,06831,203-622-9240,,,APSEP,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
8250321,None,Eagle Hill School,Nonpublic Elementary and Secondary Schools,,242 Old Petersham Road,Hardwick,MA,01037,413-477-6000,,,Standard Non-Public,,,,,,,,,,,,,,,,
515121,None,Eagle Hill Southport,Nonpublic Elementary and Secondary Schools,,214 Main Street,Southport,CT,06890,203-254-2044,203-255-4052,,Standard Non-Public,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
642061,None,Eagle House Education Program,Nonpublic Elementary and Secondary Schools,,1680 Albany Avenue,Hartford,CT,06105,860-297-0552,860-233-6454,,APSEP,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
8255561,None,"Eagleton, Inc",Nonpublic Elementary and Secondary Schools,,446 Monterey Road,Great Barrington,MA,01230,413-528-4385,,www,Standard Non-Public,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
776121,None,East Catholic High School,Nonpublic Elementary and Secondary Schools,,115 New State Road,Manchester,CT,06042,860-649-5336,860-649-7191,,Standard Non-Public,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1040382,None,Easter Seals - Ct.,Nonpublic Elementary and Secondary Schools,,24 Stott Avenue,Norwich,CT,06360,860-859-4148 x215,,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1640182,None,Easter Seals Capitol Region and Eastern Connecticut,Nonpublic Elementary and Secondary Schools,,22 Prestige Park Circle,East Hartford,CT,06108,860-728-1061,860-728-1065,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1510182,None,Easter Seals Rehabilitation Center of Greater Waterbury,Nonpublic Elementary and Secondary Schools,,122 Avenue of Industry,Waterbury,CT,06705,203-236-0188,203-237-0183,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8330861,None,Easter Seals of New Hampshire Robert B Jolicoeur School,Nonpublic Elementary and Secondary Schools,,1 Mammoth Road,Manchester,NH,03109,603-623-8863,,,APSEP,,,,,,,,,,,,,,,,
450182,None,Eastern Community Development Corporation Program,Nonpublic Elementary and Secondary Schools,,111A Freedom Way,Niantic,CT,06357,860-739-7907 x12,860-739-1873,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
461221,None,Easton Country Day School,Nonpublic Elementary and Secondary Schools,,660 Morehouse Rd.,Easton,CT,06612,203-268-5530,203-268-5863,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1010161,None,Elizabeth Ives School for Special Children,Nonpublic Elementary and Secondary Schools,,70 State Street,North Haven,CT,06473,203-234-8770,203-234-7238,,APSEP,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
935121,None,Elm City,Nonpublic Elementary and Secondary Schools,,235 Nicoll St.,New Haven,CT,06511,203-865-8225,,,Standard Non-Public,,,,,,,,,,,,,,,,
940221,None,Emmanuel Christian Academy,Nonpublic Elementary and Secondary Schools,,569 Maple Hill Avenue,Newington,CT,06111,860-666-8387,860-667-3261,,Standard Non-Public,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100282,None,"Employment Options, LLC",Nonpublic Elementary and Secondary Schools,,116 Main Street,Bethlehem,CT,06751,203-888-3528,203-888-3529,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
490821,None,Enfield Christian School,Nonpublic Elementary and Secondary Schools,,182 Broad  Brook Road,Enfield,CT,06083,860-749-5545,,,Standard Non-Public,,,,,,,,,,,,,,,,
490521,None,Enfield Montessori,Nonpublic Elementary and Secondary Schools,,1325 Enfield Street,Enfield,CT,06082,860-745-5847,860-745-2010,www,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8251261,None,Evergreen Center School,Nonpublic Elementary and Secondary Schools,,345 Fortune Blvd,Milford,MA,01757,508-478-2631,,,APSEP,,,,,,,,,,,,,,,,
1670121,None,Ezra Academy,Nonpublic Elementary and Secondary Schools,,75 Rimmon Road,Woodbridge,CT,06525,203-389-5500,203-387-5607,,Standard Non-Public,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
8251361,None,F. L. Chamberlain School,Nonpublic Elementary and Secondary Schools,,1 Pleasant Street P.O.Box 778,Middleboro,MA,02346,508-947-7825,,,APSEP,,,,,,,,,,,,,,,,
516121,None,Fairfield College-Preparatory,Nonpublic Elementary and Secondary Schools,,1073 North Benson Road,Fairfield,CT,06824,203-254-4200,203-254-4108,,Standard Non-Public,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
510321,None,Fairfield Country Day School,Nonpublic Elementary and Secondary Schools,,2970 Bronson Road,Fairfield,CT,06824,203-259-2723,203-259-3249,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
152121,None,Fairfield County SDA School,Nonpublic Elementary and Secondary Schools,,827 Trumbull Avenue,Bridgeport,CT,06606,203-374-3203,203-374-3203,,Standard Non-Public,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
960921,None,Faith Preparatory School,Nonpublic Elementary and Secondary Schools,,"600 Danbury Rd.,Suite 2",New Milford,CT,06776,860-210-3685,860-210-3685,www,Standard Non-Public,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8360121,None,Family Foundation School,Nonpublic Elementary and Secondary Schools,,431 Chapel Hill Road,Hancock,NY,13783,845-887-5213,,,Standard Non-Public,,,,,,,,,,,,,,,,
40221,None,Farmington Valley Academy Montessori,Nonpublic Elementary and Secondary Schools,,150 Fisher Drive,Avon,CT,06001,860-677-2403,866-215-4638,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
970121,None,Fraser Woods Montessori School,Nonpublic Elementary and Secondary Schools,,173 South Main Street,Newtown,CT,06470,203-426-3390,203-426-0692,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
230121,None,Fresh Start School,Nonpublic Elementary and Secondary Schools,,126 Dowd Avenue,Canton,CT,06019,860-693-8809,,focuscenterforautism.org/our-programs/freshstart/,APSEP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
510521,None,Fusion Academy Fairfield,Nonpublic Elementary and Secondary Schools,,2150 Post Road,Fairfield,CT,06824,475-888-9256,,fusionacademy.com,Standard Non-Public,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
570521,None,Fusion Academy Greenwich,Nonpublic Elementary and Secondary Schools,,"66 Gatehouse Road Stamford, CT 06902",Greenwich,CT,06902,585-413-8637,,fusionacademy.com,Standard Non-Public,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
646061,None,Futures School,Nonpublic Elementary and Secondary Schools,,1030 New Britain Ave,West Hartford,CT,06110,860-347-5099,860-218-2853,,APSEP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
830182,None,"Futures, Inc.",Nonpublic Elementary and Secondary Schools,,158 Broad Street,Middletown,CT,06457,860-347-5099,860-218-2853,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1550161,None,Gengras Center,Nonpublic Elementary and Secondary Schools,,1678 Asylum Avenue,West Hartford,CT,06117,860-231-5616,860-231-6795,,APSEP,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8421661,None,George Junior Republic,Nonpublic Elementary and Secondary Schools,,233 George Junior Rd,Grove City,CT,16127,724-458-9330,,www,APSEP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8251461,None,Germaine Lawrence School.,Nonpublic Elementary and Secondary Schools,,18 Claremont Avenue,Arlington,MA,02474,781-648-6200,,,APSEP,,,,,,,,,,,,,,,,
8360721,None,Gersh Academy,Nonpublic Elementary and Secondary Schools,,358 Hoffman Lane,Hauppage,NY,11788,631-385-3342,,,Standard Non-Public,,,,,,,,,,,,,,,,
510261,None,Giant Steps CT School,Nonpublic Elementary and Secondary Schools,,309 Barberry Road,Southport,CT,06890,203-254-3491,203-254-8510,,APSEP,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8254161,None,Gifford School,Nonpublic Elementary and Secondary Schools,,177 Boston Post Road,Weston,MA,02493,781-899-9500,,,APSEP,,,,,,,,,,,,,,,,
8420121,None,Glen Mills School,Nonpublic Elementary and Secondary Schools,,185 Glen Mills Road,Glen Mills,PA,19342,610-459-8100,,,Standard Non-Public,,,,,,,,,,,,,,,,
150582,None,Goodwill Industries of Western and Northern Connecticut,Nonpublic Elementary and Secondary Schools,,165 Ocean Terrace,Bridgeport,CT,06605,203-581-5316,203-581-5025,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8360621,None,Gow School,Nonpublic Elementary and Secondary Schools,,2491 Emery Road PO Box 85,South Wales,NY,14139,716-652-3450,,,Standard Non-Public,,,,,,,,,,,,,,,,
641021,None,Grace Academy,Nonpublic Elementary and Secondary Schools,,277 Main Street,Hartford,CT,06106,860-263-7535,860-206-0979,,Standard Non-Public,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
960121,None,Grace Christian Academy,Nonpublic Elementary and Secondary Schools,,"19 Dorwin Hill Road, Box 1138",New Milford,CT,06776,860-355-3719,,,Standard Non-Public,,,,,,,,,,,,,,,,
640261,None,Grace S. Webb School,Nonpublic Elementary and Secondary Schools,,200 Retreat Avenue,Hartford,CT,06106,860-545-7238,860-545-7037,,APSEP,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
511321,None,Great Beginnings Montessori School,Nonpublic Elementary and Secondary Schools,,148 Beach Road,Fairfield,CT,06824,203-254-8208,203-254-8290,,Standard Non-Public,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8360561,None,Green Chimneys School,Nonpublic Elementary and Secondary Schools,,400 Doansburg Road,Brewster,NY,10509,845-279-2996,,,APSEP,,,,,,,,,,,,,,,,
1586121,None,Greens Farms Academy,Nonpublic Elementary and Secondary Schools,,35 Beachside Avenue,Westport,CT,06838,203-256-7514,203-256-7502,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
576421,None,Greenwich Academy,Nonpublic Elementary and Secondary Schools,,200 North Maple Avenue,Greenwich,CT,06830,203-625-8900,203-869-4921,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
570221,None,Greenwich Catholic,Nonpublic Elementary and Secondary Schools,,471 North Street,Greenwich,CT,06830,203-869-4000,203-869-3405,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
570121,None,Greenwich Country Day,Nonpublic Elementary and Secondary Schools,,401 Old Church Road,Greenwich,CT,06830-0623,203-863-5651,203-622-6046,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
630121,None,Greenwood Sudbury School,Nonpublic Elementary and Secondary Schools,,164 Main Street,Hampton,CT,06247,860-455-0505,,,Standard Non-Public,,,,,,,,,,,,,,,,
8440161,None,Groden Center,Nonpublic Elementary and Secondary Schools,,86 Mount Hope Avenue,Providence,RI,02906,401-274-6310,,,APSEP,,,,,,,,,,,,,,,,
760161,None,Grove School,Nonpublic Elementary and Secondary Schools,,175 Copse Road,Madison,CT,06443,203-245-2778,203-245-2607,,APSEP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1040282,None,"Guide, Inc",Nonpublic Elementary and Secondary Schools,,129 Asylum Avenue,Norwich,CT,06360,860-887-9383,860-237-5358,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
640282,None,"HARC, Inc.",Nonpublic Elementary and Secondary Schools,,900 Asylum Avenue,Hartford,CT,06105,860-218-6081,860-297-0269,,TVSP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
626121,None,Hamden Hall School,Nonpublic Elementary and Secondary Schools,,1108 Whitney Avenue,Hamden,CT,06517,203-865-6158,203-752-2651,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8440261,None,Harmony Hill,Nonpublic Elementary and Secondary Schools,,63 Harmony Hill,Chepachet,RI,02814,401-949-0690,,,APSEP,,,,,,,,,,,,,,,,
620721,None,Harris & Tucker Seventh Day Adventist School,Nonpublic Elementary and Secondary Schools,,43 Jones Rd.,Hamden,CT,06514,203-787-5087,,,Standard Non-Public,,,,,,,,,,,,,,,,
640621,None,Hartford Area S.D.A. School,Nonpublic Elementary and Secondary Schools,,474 Woodland Street,Hartford,CT,06112,860-724-5777,860-548-9252,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
640821,None,Hartford Christian School,Nonpublic Elementary and Secondary Schools,,830 Maple Avenue,Hartford,CT,06114,860-956-4287,,,Standard Non-Public,,,,,,,,,,,,,,,,
640817,None,Hartford Public Library,Adult Education Providers,,500 Main Street,Hartford,CT,06103,860-695-6334,,,,,,,,,,,,,,,,,,,
1556721,None,Hebrew High School of New England,Nonpublic Elementary and Secondary Schools,,300 Bloomfield Avenue,West Hartford,CT,06117,860-231-0317,860-236-7623,,Standard Non-Public,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1480221,None,Heritage Baptist Academy,Nonpublic Elementary and Secondary Schools,,161 South Whittlesey Avenue,Wallingford,CT,06492,203-265-7170,203-265-1160,,Standard Non-Public,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1040921,None,Hickory Street School,Nonpublic Elementary and Secondary Schools,,15 Teachers Drive,Norwich,CT,06360,860-892-4342,,norwichpublicschools.org,Standard Non-Public,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1480261,None,High Road Academy,Nonpublic Elementary and Secondary Schools,,31 Village Lane,Wallingford,CT,06492,203-284-0441,,,APSEP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1480521,None,High Road Academy - BEST Academy,Nonpublic Elementary and Secondary Schools,,29 Village Lane,Wallingford,CT,06492,203-284-0441,,https://www.catapultlearning.com/schools/high-road-academy-best-program-wallingford-ct/,APSEP,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
642161,None,High Road School of Hartford High,Nonpublic Elementary and Secondary Schools,,245 Locust Street,Hartford,CT,06114,860-695-7900,,,APSEP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
642261,None,High Road School of Hartford-Primary,Nonpublic Elementary and Secondary Schools,,55 Waverly Place,Hartford,CT,06112,860-695-7900,,,APSEP,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
950421,None,High Road School of New London Middle/High at Shiloh,Nonpublic Elementary and Secondary Schools,,1 Garvin Street,New London,CT,06320,860-437-6450,860-437-6451,www.sesi-schools.com/schools/high-road-scho,APSEP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
950821,None,High Road School of New London Primary at Bennie Dover,Nonpublic Elementary and Secondary Schools,,36 Waller Street,New London,CT,06320,860-000-0000,,,APSEP,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1036261,None,High Road School of Norwalk,Nonpublic Elementary and Secondary Schools,,17 North Avenue,Norwalk,CT,06851,203-284-0441,203-840-1240,,APSEP,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1485061,None,High Road School of Wallingford,Nonpublic Elementary and Secondary Schools,,29A and 33 Village Lane,Wallingford,CT,06492,203-265-5507,,,APSEP,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
