"category","chron_abs_count","chron_abs_rate","susp_exp_count","susp_exp_rate","school_id","year"
"School ","9 ","1.7 ","0","0.0","0070511","201415"
"District ","","6.0 ",NA,"3.3","0070511","201415"
"Male * ","* ","0",NA,"0.0","0070511","201516"
"Black or African American 0 ","* ","0",NA,"*","0070511","201516"
"Hispanic or Latino * ","* ","0",NA,"0.0","0070511","201516"
"White * ","* ","0",NA,"0.0","0070511","201516"
"English Language Learners 0 ","* ","0",NA,"*","0070511","201516"
"Eligible for Free or Reduced-Price Meals * ","* ","0",NA,"0.0","0070511","201516"
"Students with Disabilities * ","* ","0",NA,"0.0","0070511","201516"
"School * ","* ","0",NA,"0.0","0070511","201516"
"District ","3.7 ",NA,NA,"3.1","0070511","201516"
"Number of students in 2014-15 qualified as truant under state statute:  Fewer than 6","",NA,NA,"","0070511","201516"
"Female ","13 ","4.4 ","7 ","2.3","0075111","201314"
"Male ","11 ","2.8 ","31 ","7.8","0075111","201314"
"Black or African American ","0 ","0.0 ","* ","*","0075111","201314"
"Hispanic or Latino ","* ","* ","11 ","16.6","0075111","201314"
"White ","19 ","3.4 ","20 ","3.5","0075111","201314"
"English Language Learners ","0 ","* ","* ","*","0075111","201314"
"Eligible for Free or Reduced-Price Meals ","9 ","8.7 ","18 ","15.3","0075111","201314"
"Students with Disabilities ","7 ","9.2 ","7 ","8.6","0075111","201314"
"School ","24 ","3.5 ","38 ","5.4","0075111","201314"
"District ","","4.9 ","","3.5","0075111","201314"
"Female ","9 ","2.9 ","11 ","3.5","0075111","201415"
"Male ","12 ","3.1 ","45 ","11.4","0075111","201415"
"Black or African American ","* ","* ","* ","*","0075111","201415"
"Hispanic or Latino ","* ","* ","19 ","27.9","0075111","201415"
"White ","13 ","2.2 ","30 ","5.1","0075111","201415"
"English Language Learners ","0 ","* ","* ","*","0075111","201415"
"Eligible for Free or Reduced-Price Meals ","10 ","10.4 ","26 ","23.8","0075111","201415"
"Students with Disabilities ","* ","* ","10 ","13.3","0075111","201415"
"School ","21 ","3.0 ","56 ","7.9","0075111","201415"
"District ","","6.0 ","","3.3","0075111","201415"
"Male 11 ","2.9 ",NA,"* ","*","0075111","201516"
"Black or African American * ","* ",NA,"* ","*","0075111","201516"
"Hispanic or Latino * ","* ",NA,"* ","*","0075111","201516"
"White 13 ","2.3 ",NA,"33 ","5.9","0075111","201516"
"English Language Learners 0 ","* ",NA,"* ","*","0075111","201516"
"Eligible for Free or Reduced-Price Meals * ","* ",NA,"14 ","14.3","0075111","201516"
"Students with Disabilities * ","* ",NA,"13 ","16.5","0075111","201516"
"School 18 ","2.7 ",NA,"46 ","6.8","0075111","201516"
"District ","3.7 ",NA,"","3.1","0075111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  20","",NA,"","","0075111","201516"
"Female ","46 ","10.4 ","21 ","4.7","0076111","201314"
"Male ","41 ","8.4 ","37 ","7.5","0076111","201314"
"Black or African American ","* ","* ","* ","*","0076111","201314"
"Hispanic or Latino ","15 ","23.4 ","11 ","16.9","0076111","201314"
"White ","62 ","7.9 ","43 ","5.4","0076111","201314"
"English Language Learners ","0 ","* ","* ","*","0076111","201314"
"Eligible for Free or Reduced-Price Meals ","39 ","31.5 ","31 ","22.1","0076111","201314"
"Students with Disabilities ","32 ","33.3 ","20 ","19.4","0076111","201314"
"School ","87 ","9.4 ","58 ","6.2","0076111","201314"
"District ","","4.9 ","","3.5","0076111","201314"
"Female ","59 ","13.5 ","17 ","3.8","0076111","201415"
"Male ","63 ","13.1 ","20 ","4.1","0076111","201415"
"Black or African American ","6 ","24.0 ","* ","*","0076111","201415"
"Hispanic or Latino ","29 ","44.6 ","8 ","12.3","0076111","201415"
"White ","83 ","10.7 ","23 ","2.9","0076111","201415"
"English Language Learners ","* ","* ","0 ","*","0076111","201415"
"Eligible for Free or Reduced-Price Meals ","57 ","40.1 ","17 ","11.5","0076111","201415"
"Students with Disabilities ","44 ","40.7 ","17 ","14.4","0076111","201415"
"School ","122 ","13.3 ","37 ","4.0","0076111","201415"
"District ","","6.0 ","","3.3","0076111","201415"
"Male 27 ","5.4 ",NA,"30 ","6.0","0076111","201516"
"Black or African American * ","* ",NA,"* ","*","0076111","201516"
"Hispanic or Latino 15 ","20.8 ",NA,"9 ","12.7","0076111","201516"
"White 36 ","4.6 ",NA,"25 ","3.2","0076111","201516"
"English Language Learners * ","* ",NA,"* ","*","0076111","201516"
"Eligible for Free or Reduced-Price Meals 28 ","20.9 ",NA,"20 ","12.8","0076111","201516"
"Students with Disabilities 26 ","25.2 ",NA,"18 ","16.4","0076111","201516"
"School 58 ","6.2 ",NA,"40 ","4.2","0076111","201516"
"District ","3.7 ",NA,"","3.1","0076111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  13","",NA,"","","0076111","201516"
"Female ","9 ","4.7 ","0 ","0.0","0080111","201314"
"Male ","12 ","5.1 ","* ","*","0080111","201314"
"Black or African American ","0 ","* ","* ","*","0080111","201314"
"Hispanic or Latino ","* ","* ","0 ","*","0080111","201314"
"White ","16 ","4.4 ","* ","*","0080111","201314"
"English Language Learners ","N/A ","N/A ","N/A ","N/A","0080111","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","0 ","0.0","0080111","201314"
"Students with Disabilities ","7 ","11.5 ","* ","*","0080111","201314"
"School ","21 ","4.9 ","* ","*","0080111","201314"
"District ","","4.9 ","","*","0080111","201314"
"Female ","8 ","4.4 ","0 ","0.0","0080111","201415"
"Male ","12 ","5.6 ","* ","*","0080111","201415"
"Black or African American ","* ","* ","* ","*","0080111","201415"
"Hispanic or Latino ","* ","* ","0 ","*","0080111","201415"
"White ","15 ","4.6 ","* ","*","0080111","201415"
"English Language Learners ","* ","* ","0 ","*","0080111","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","0080111","201415"
"Students with Disabilities ","7 ","14.6 ","* ","*","0080111","201415"
"School ","20 ","5.0 ","* ","*","0080111","201415"
"District ","","5.0 ","","*","0080111","201415"
"Male 10 ","5.4 ",NA,"* ","*","0080111","201516"
"Black or African American 0 ","* ",NA,"* ","*","0080111","201516"
"Hispanic or Latino * ","* ",NA,"* ","*","0080111","201516"
"White 15 ","5.0 ",NA,"* ","*","0080111","201516"
"English Language Learners 0 ","* ",NA,"0 ","*","0080111","201516"
"Eligible for Free or Reduced-Price Meals 7 ","22.6 ",NA,"* ","*","0080111","201516"
"Students with Disabilities 8 ","14.8 ",NA,"* ","*","0080111","201516"
"School 19 ","5.2 ",NA,"* ","*","0080111","201516"
"District ","5.2 ",NA,"","*","0080111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  21","",NA,"","","0080111","201516"
"Female ","* ","* ","0 ","0.0","0090111","201314"
"Male ","* ","* ","* ","*","0090111","201314"
"Black or African American ","* ","* ","0 ","*","0090111","201314"
"Hispanic or Latino ","* ","* ","0 ","0.0","0090111","201314"
"White ","* ","* ","* ","*","0090111","201314"
"English Language Learners ","0 ","0.0 ","0 ","0.0","0090111","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","0 ","0.0","0090111","201314"
"Students with Disabilities ","0 ","0.0 ","* ","*","0090111","201314"
"School ","9 ","2.1 ","* ","*","0090111","201314"
"District ","","7.3 ","","6.6","0090111","201314"
"Female ","* ","* ","0 ","0.0","0090111","201415"
"Male ","* ","* ","* ","*","0090111","201415"
"Black or African American ","* ","* ","0 ","*","0090111","201415"
"Hispanic or Latino ","0 ","0.0 ","0 ","0.0","0090111","201415"
"White ","12 ","3.6 ","* ","*","0090111","201415"
"English Language Learners ","0 ","0.0 ","0 ","0.0","0090111","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","0090111","201415"
"Students with Disabilities ","* ","* ","0 ","0.0","0090111","201415"
"School ","14 ","3.2 ","* ","*","0090111","201415"
"District ","","4.5 ","","7.1","0090111","201415"
"Male 10 ","4.1 ","* ",NA,"*","0090111","201516"
"Black or African American 0 ","* ","0 ",NA,"*","0090111","201516"
"Hispanic or Latino * ","* ","0 ",NA,"0.0","0090111","201516"
"White * ","* ","* ",NA,"*","0090111","201516"
"English Language Learners * ","* ","0 ",NA,"0.0","0090111","201516"
"Eligible for Free or Reduced-Price Meals * ","* ","0 ",NA,"0.0","0090111","201516"
"Students with Disabilities * ","* ","0 ",NA,"0.0","0090111","201516"
"School 10 ","2.2 ","* ",NA,"*","0090111","201516"
"District ","7.0 ","",NA,"6.8","0090111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  Fewer than 6","","",NA,"","0090111","201516"
"Female ","8 ","3.8 ","0 ","0.0","0090411","201314"
"Male ","8 ","3.8 ","* ","*","0090411","201314"
"Black or African American ","0 ","* ","0 ","*","0090411","201314"
"Hispanic or Latino ","* ","* ","* ","*","0090411","201314"
"White ","10 ","3.3 ","* ","*","0090411","201314"
"English Language Learners ","* ","* ","0 ","0.0","0090411","201314"
"Eligible for Free or Reduced-Price Meals ","7 ","7.6 ","0 ","0.0","0090411","201314"
"Students with Disabilities ","* ","* ","0 ","0.0","0090411","201314"
"School ","16 ","3.8 ","* ","*","0090411","201314"
"District ","","7.3 ","","6.6","0090411","201314"
"Female ","8 ","3.8 ","0 ","0.0","0090411","201415"
"Male ","15 ","7.2 ","* ","*","0090411","201415"
"Black or African American ","0 ","* ","0 ","*","0090411","201415"
"Hispanic or Latino ","* ","* ","0 ","0.0","0090411","201415"
"White ","14 ","4.7 ","* ","*","0090411","201415"
"English Language Learners ","* ","* ","0 ","0.0","0090411","201415"
"Eligible for Free or Reduced-Price Meals ","12 ","12.8 ","0 ","0.0","0090411","201415"
"Students with Disabilities ","* ","* ","0 ","0.0","0090411","201415"
"School ","23 ","5.5 ","* ","*","0090411","201415"
"District ","","4.5 ","","7.1","0090411","201415"
"Male * ","* ",NA,"* ","*","0090411","201516"
"Black or African American 0 ","* ",NA,"0 ","*","0090411","201516"
"Hispanic or Latino * ","* ",NA,"0 ","0.0","0090411","201516"
"White 8 ","2.7 ",NA,"* ","*","0090411","201516"
"English Language Learners * ","* ",NA,"0 ","0.0","0090411","201516"
"Eligible for Free or Reduced-Price Meals 7 ","7.4 ",NA,"0 ","0.0","0090411","201516"
"Students with Disabilities * ","* ",NA,"* ","*","0090411","201516"
"School 17 ","4.0 ",NA,"* ","*","0090411","201516"
"District ","7.0 ",NA,"","6.8","0090411","201516"
"Number of students in 2014-15 qualified as truant under state statute:  12","",NA,"","","0090411","201516"
"Female ","38 ","18.8 ","0","0.0","0090511","201314"
"Male ","23 ","10.9 ","0","0.0","0090511","201314"
"Black or African American ","0 ","* ","0","*","0090511","201314"
"Hispanic or Latino ","10 ","16.4 ","0","0.0","0090511","201314"
"White ","46 ","15.5 ","0","0.0","0090511","201314"
"English Language Learners ","* ","* ","0","*","0090511","201314"
"Eligible for Free or Reduced-Price Meals ","18 ","22.8 ","0","0.0","0090511","201314"
"Students with Disabilities ","11 ","22.4 ","0","0.0","0090511","201314"
"School ","61 ","14.8 ","0","0.0","0090511","201314"
"District ","","7.3 ",NA,"6.6","0090511","201314"
"Female ","* ","* ","* ","*","0090511","201415"
"Male ","* ","* ","* ","*","0090511","201415"
"Black or African American ","0 ","* ","0 ","*","0090511","201415"
"Hispanic or Latino ","* ","* ","* ","*","0090511","201415"
"White ","7 ","2.5 ","* ","*","0090511","201415"
"English Language Learners ","* ","* ","0 ","*","0090511","201415"
"Eligible for Free or Reduced-Price Meals ","6 ","7.7 ","* ","*","0090511","201415"
"Students with Disabilities ","0 ","0.0 ","* ","*","0090511","201415"
"School ","10 ","2.6 ","8 ","2.0","0090511","201415"
"District ","","4.5 ","","7.1","0090511","201415"
"Male 32 ","14.2 ",NA,"* ","*","0090511","201516"
"Black or African American * ","* ",NA,"0 ","*","0090511","201516"
"Hispanic or Latino * ","* ",NA,"* ","*","0090511","201516"
"White 52 ","16.7 ",NA,"23 ","7.4","0090511","201516"
"English Language Learners * ","* ",NA,"0 ","*","0090511","201516"
"Eligible for Free or Reduced-Price Meals 13 ","14.4 ",NA,"6 ","6.5","0090511","201516"
"Students with Disabilities 7 ","14.9 ",NA,"* ","*","0090511","201516"
"School 60 ","14.0 ",NA,"30 ","7.0","0090511","201516"
"District ","7.0 ",NA,"","6.8","0090511","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","0090511","201516"
"Female ","11 ","3.5 ","14 ","4.4","0095111","201314"
"Male ","19 ","5.3 ","45 ","12.4","0095111","201314"
"Black or African American ","0 ","* ","* ","*","0095111","201314"
"Hispanic or Latino ","* ","* ","12 ","11.4","0095111","201314"
"White ","25 ","5.0 ","38 ","7.6","0095111","201314"
"English Language Learners ","* ","* ","0 ","*","0095111","201314"
"Eligible for Free or Reduced-Price Meals ","15 ","11.1 ","24 ","16.2","0095111","201314"
"Students with Disabilities ","11 ","14.1 ","10 ","12.3","0095111","201314"
"School ","30 ","4.4 ","59 ","8.7","0095111","201314"
"District ","","7.3 ","","6.6","0095111","201314"
"Female ","19 ","5.8 ","21 ","6.4","0095111","201415"
"Male ","25 ","6.7 ","68 ","18.1","0095111","201415"
"Black or African American ","* ","* ","* ","*","0095111","201415"
"Hispanic or Latino ","9 ","7.6 ","22 ","18.9","0095111","201415"
"White ","26 ","5.3 ","54 ","10.8","0095111","201415"
"English Language Learners ","* ","* ","* ","*","0095111","201415"
"Eligible for Free or Reduced-Price Meals ","19 ","13.7 ","39 ","23.6","0095111","201415"
"Students with Disabilities ","11 ","12.8 ","23 ","25.8","0095111","201415"
"School ","44 ","6.3 ","89 ","12.6","0095111","201415"
"District ","","4.5 ","","7.1","0095111","201415"
"Male 15 ","4.4 ",NA,"44","12.8","0095111","201516"
"Black or African American * ","* ",NA,"0","*","0095111","201516"
"Hispanic or Latino * ","* ",NA,"11","9.6","0095111","201516"
"White 16 ","3.5 ",NA,"31","6.8","0095111","201516"
"English Language Learners * ","* ",NA,"0","*","0095111","201516"
"Eligible for Free or Reduced-Price Meals 9 ","6.5 ",NA,"15","10.0","0095111","201516"
"Students with Disabilities * ","* ",NA,"15","17.2","0095111","201516"
"School 25 ","3.8 ",NA,"52","7.9","0095111","201516"
"District ","7.0 ",NA,NA,"6.8","0095111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  11","",NA,NA,"","0095111","201516"
"Female ","50 ","11.0 ","49 ","10.7","0096111","201314"
"Male ","42 ","8.8 ","88 ","18.4","0096111","201314"
"Black or African American ","* ","* ","* ","*","0096111","201314"
"Hispanic or Latino ","15 ","12.5 ","22 ","18.0","0096111","201314"
"White ","68 ","9.7 ","102 ","14.5","0096111","201314"
"English Language Learners ","* ","* ","* ","*","0096111","201314"
"Eligible for Free or Reduced-Price Meals ","29 ","16.9 ","47 ","24.1","0096111","201314"
"Students with Disabilities ","25 ","24.0 ","32 ","29.0","0096111","201314"
"School ","92 ","9.9 ","137 ","14.6","0096111","201314"
"District ","","7.3 ","","6.6","0096111","201314"
"Female ","18 ","4.2 ","38 ","8.8","0096111","201415"
"Male ","17 ","3.7 ","76 ","16.4","0096111","201415"
"Black or African American ","0 ","0.0 ","* ","*","0096111","201415"
"Hispanic or Latino ","* ","* ","27 ","22.6","0096111","201415"
"White ","* ","* ","74 ","10.9","0096111","201415"
"English Language Learners ","0 ","* ","6 ","*","0096111","201415"
"Eligible for Free or Reduced-Price Meals ","10 ","6.3 ","41 ","22.4","0096111","201415"
"Students with Disabilities ","11 ","10.4 ","29 ","24.5","0096111","201415"
"School ","35 ","3.9 ","114 ","12.7","0096111","201415"
"District ","","4.5 ","","7.1","0096111","201415"
"Male 44 ","9.3 ",NA,"82 ","17.2","0096111","201516"
"Black or African American * ","* ",NA,"* ","*","0096111","201516"
"Hispanic or Latino 12 ","9.2 ",NA,"24 ","18.3","0096111","201516"
"White 63 ","9.5 ",NA,"80 ","12.0","0096111","201516"
"English Language Learners * ","* ",NA,"* ","*","0096111","201516"
"Eligible for Free or Reduced-Price Meals 39 ","22.5 ",NA,"51 ","27.6","0096111","201516"
"Students with Disabilities 33 ","31.1 ",NA,"34 ","29.1","0096111","201516"
"School 87 ","9.7 ","118","","13.1","0096111","201516"
"District ","7.0 ",NA,"","6.8","0096111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  54","",NA,"","","0096111","201516"
"Female ","* ","* ","* ","*","0110511","201314"
"Male ","* ","* ","* ","*","0110511","201314"
"Black or African American ","* ","* ","* ","*","0110511","201314"
"Hispanic or Latino ","* ","* ","* ","*","0110511","201314"
"White ","0 ","* ","0 ","*","0110511","201314"
"English Language Learners ","0 ","* ","0 ","*","0110511","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","0110511","201314"
"Students with Disabilities ","0 ","0.0 ","* ","*","0110511","201314"
"School ","6 ","2.7 ","8 ","3.5","0110511","201314"
"District ","","7.7 ","","13.7","0110511","201314"
"Female ","* ","* ","0 ","0.0","0110511","201415"
"Male ","* ","* ","6 ","4.5","0110511","201415"
"Black or African American ","9 ","4.6 ","* ","*","0110511","201415"
"Hispanic or Latino ","* ","* ","* ","*","0110511","201415"
"White ","* ","* ","0 ","*","0110511","201415"
"English Language Learners ","0 ","* ","0 ","*","0110511","201415"
"Eligible for Free or Reduced-Price Meals ","7 ","5.2 ","* ","*","0110511","201415"
"Students with Disabilities ","* ","* ","* ","*","0110511","201415"
"School ","12 ","4.8 ","6 ","2.4","0110511","201415"
"District ","","9.0 ","","11.0","0110511","201415"
"Male * ","* ",NA,"* ","*","0110511","201516"
"Black or African American 7 ","3.3 ",NA,"13 ","6.2","0110511","201516"
"Hispanic or Latino * ","* ",NA,"* ","*","0110511","201516"
"White * ","* ",NA,"0 ","*","0110511","201516"
"English Language Learners 0 ","* ",NA,"0 ","*","0110511","201516"
