"","category","count","rate","school_id","year"
"587","Emotional Disturbance "," ","","0070411","201516"
"588","Intellectual Disability ","0 ","0.0","0070411","201516"
"589","Learning Disability "," ","","0070411","201516"
"590","Other Health Impairment "," ","","0070411","201516"
"591","Other Disabilities ","0 ","0.0","0070411","201516"
"592","Speech/Language Impairment ","21 ","91.3","0070411","201516"
"593","School ","34 ","70.8","0070411","201516"
"594","District ","","65.5","0070411","201516"
"595","Autism "," ","","0070511","201314"
"596","Emotional Disturbance "," ","","0070511","201314"
"597","Intellectual Disability "," ","","0070511","201314"
"598","Learning Disability "," ","","0070511","201314"
"599","Other Health Impairment "," ","","0070511","201314"
"600","Other Disabilities "," ","","0070511","201314"
"601","Speech/Language Impairment ","13 ","","0070511","201314"
"602","School ","23 ","67.6","0070511","201314"
"603","District ","","70.9","0070511","201314"
"604","Autism "," ","","0070511","201415"
"605","Emotional Disturbance "," ","","0070511","201415"
"606","Intellectual Disability "," ","","0070511","201415"
"607","Learning Disability "," ","","0070511","201415"
"608","Other Health Impairment ","6 ","","0070511","201415"
"609","Other Disabilities "," ","","0070511","201415"
"610","Speech/Language Impairment ","11 ","","0070511","201415"
"611","School ","27 ","81.8","0070511","201415"
"612","District ","","68.8","0070511","201415"
"613","Autism "," ","","0070511","201415"
"614","Emotional Disturbance "," ","","0070511","201415"
"615","Intellectual Disability "," ","","0070511","201415"
"616","Learning Disability "," ","","0070511","201415"
"617","Other Health Impairment ","6 ","","0070511","201415"
"618","Other Disabilities "," ","","0070511","201415"
"619","Speech/Language Impairment ","11 ","","0070511","201415"
"620","School ","27 ","81.8","0070511","201415"
"621","District ","","68.8","0070511","201415"
"622","Autism "," ","","0070511","201516"
"623","Emotional Disturbance "," ","","0070511","201516"
"624","Intellectual Disability ","0 ","0.0","0070511","201516"
"625","Learning Disability ","13 ","","0070511","201516"
"626","Other Health Impairment ","6 ","","0070511","201516"
"627","Other Disabilities "," ","","0070511","201516"
"628","Speech/Language Impairment ","6 ","","0070511","201516"
"629","School ","30 ","85.7","0070511","201516"
"630","District ","","65.5","0070511","201516"
"631","Autism "," ","","0070511","201516"
"632","Emotional Disturbance "," ","","0070511","201516"
"633","Intellectual Disability ","0 ","0.0","0070511","201516"
"634","Learning Disability ","13 ","","0070511","201516"
"635","Other Health Impairment ","6 ","","0070511","201516"
"636","Other Disabilities "," ","","0070511","201516"
"637","Speech/Language Impairment ","6 ","","0070511","201516"
"638","School ","30 ","85.7","0070511","201516"
"639","District ","","65.5","0070511","201516"
"640","Autism "," ","","0075111","201314"
"641","Emotional Disturbance "," ","","0075111","201314"
"642","Intellectual Disability "," ","","0075111","201314"
"643","Learning Disability ","21 ","72.4","0075111","201314"
"644","Other Health Impairment ","6 ","","0075111","201314"
"645","Other Disabilities "," ","","0075111","201314"
"646","Speech/Language Impairment ","14 ","","0075111","201314"
"647","School ","50 ","70.4","0075111","201314"
"648","District ","","70.9","0075111","201314"
"649","Autism "," ","","0075111","201415"
"650","Emotional Disturbance "," ","","0075111","201415"
"651","Intellectual Disability "," ","","0075111","201415"
"652","Learning Disability ","25 ","80.6","0075111","201415"
"653","Other Health Impairment ","9 ","","0075111","201415"
"654","Other Disabilities ","0 ","0.0","0075111","201415"
"655","Speech/Language Impairment ","10 ","","0075111","201415"
"656","School ","52 ","76.4","0075111","201415"
"657","District ","","68.8","0075111","201415"
"658","Autism "," ","","0075111","201415"
"659","Emotional Disturbance "," ","","0075111","201415"
"660","Intellectual Disability "," ","","0075111","201415"
"661","Learning Disability ","25 ","80.6","0075111","201415"
"662","Other Health Impairment ","9 ","","0075111","201415"
"663","Other Disabilities ","0 ","0.0","0075111","201415"
"664","Speech/Language Impairment ","10 ","","0075111","201415"
"665","School ","52 ","76.4","0075111","201415"
"666","District ","","68.8","0075111","201415"
"667","Autism "," ","","0075111","201516"
"668","Emotional Disturbance "," ","","0075111","201516"
"669","Intellectual Disability "," ","","0075111","201516"
"670","Learning Disability ","20 ","64.5","0075111","201516"
"671","Other Health Impairment ","11 ","","0075111","201516"
"672","Other Disabilities ","0 ","0.0","0075111","201516"
"673","Speech/Language Impairment ","8 ","","0075111","201516"
"674","School ","46 ","66.7","0075111","201516"
"675","District ","","65.5","0075111","201516"
"676","Autism "," ","","0075111","201516"
"677","Emotional Disturbance "," ","","0075111","201516"
"678","Intellectual Disability "," ","","0075111","201516"
"679","Learning Disability ","20 ","64.5","0075111","201516"
"680","Other Health Impairment ","11 ","","0075111","201516"
"681","Other Disabilities ","0 ","0.0","0075111","201516"
"682","Speech/Language Impairment ","8 ","","0075111","201516"
"683","School ","46 ","66.7","0075111","201516"
"684","District ","","65.5","0075111","201516"
"685","Autism "," ","","0076111","201314"
"686","Emotional Disturbance "," ","","0076111","201314"
"687","Intellectual Disability ","0 ","0.0","0076111","201314"
"688","Learning Disability ","30 ","83.3","0076111","201314"
"689","Other Health Impairment ","19 ","82.6","0076111","201314"
"690","Other Disabilities "," ","","0076111","201314"
"691","Speech/Language Impairment ","15 ","","0076111","201314"
"692","School ","71 ","73.1","0076111","201314"
"693","District ","","70.9","0076111","201314"
"694","Autism "," ","","0076111","201415"
"695","Emotional Disturbance "," ","","0076111","201415"
"696","Intellectual Disability ","0 ","0.0","0076111","201415"
"697","Learning Disability ","24 ","61.5","0076111","201415"
"698","Other Health Impairment ","13 ","65.0","0076111","201415"
"699","Other Disabilities ","0 ","0.0","0076111","201415"
"700","Speech/Language Impairment ","11 ","","0076111","201415"
"701","School ","60 ","57.6","0076111","201415"
"702","District ","","68.8","0076111","201415"
"703","Autism "," ","","0076111","201516"
"704","Emotional Disturbance ","6 ","","0076111","201516"
"705","Intellectual Disability ","0 ","0.0","0076111","201516"
"706","Learning Disability ","25 ","64.1","0076111","201516"
"707","Other Health Impairment ","11 ","50.0","0076111","201516"
"708","Other Disabilities ","0 ","0.0","0076111","201516"
"709","Speech/Language Impairment ","14 ","","0076111","201516"
"710","School ","60 ","57.1","0076111","201516"
"711","District ","","65.5","0076111","201516"
"712","Autism "," ","","0080111","201314"
"713","Emotional Disturbance "," ","","0080111","201314"
"714","Intellectual Disability ","0 ","0.0","0080111","201314"
"715","Learning Disability ","13 ","","0080111","201314"
"716","Other Health Impairment ","8 ","","0080111","201314"
"717","Other Disabilities ","0 ","0.0","0080111","201314"
"718","Speech/Language Impairment ","10 ","","0080111","201314"
"719","School ","33 ","71.7","0080111","201314"
"720","District ","","71.7","0080111","201314"
"721","Autism "," ","","0080111","201415"
"722","Emotional Disturbance "," ","","0080111","201415"
"723","Intellectual Disability "," ","","0080111","201415"
"724","Learning Disability ","18 ","","0080111","201415"
"725","Other Health Impairment ","8 ","","0080111","201415"
"726","Other Disabilities "," ","","0080111","201415"
"727","Speech/Language Impairment ","13 ","","0080111","201415"
"728","School ","44 ","83.0","0080111","201415"
"729","District ","","83.0","0080111","201415"
"730","Autism "," ","","0080111","201415"
"731","Emotional Disturbance "," ","","0080111","201415"
"732","Intellectual Disability "," ","","0080111","201415"
"733","Learning Disability ","18 ","","0080111","201415"
"734","Other Health Impairment ","8 ","","0080111","201415"
"735","Other Disabilities "," ","","0080111","201415"
"736","Speech/Language Impairment ","13 ","","0080111","201415"
"737","School ","44 ","83.0","0080111","201415"
"738","District ","","83.0","0080111","201415"
"739","Autism "," ","","0080111","201516"
"740","Emotional Disturbance "," ","","0080111","201516"
"741","Intellectual Disability "," ","","0080111","201516"
"742","Learning Disability ","13 ","","0080111","201516"
"743","Other Health Impairment ","7 ","","0080111","201516"
"744","Other Disabilities "," ","","0080111","201516"
"745","Speech/Language Impairment ","13 ","","0080111","201516"
"746","School ","39 ","95.1","0080111","201516"
"747","District ","","95.2","0080111","201516"
"748","Autism "," ","","0080111","201516"
"749","Emotional Disturbance "," ","","0080111","201516"
"750","Intellectual Disability "," ","","0080111","201516"
"751","Learning Disability ","13 ","","0080111","201516"
"752","Other Health Impairment ","7 ","","0080111","201516"
"753","Other Disabilities "," ","","0080111","201516"
"754","Speech/Language Impairment ","13 ","","0080111","201516"
"755","School ","39 ","95.1","0080111","201516"
"756","District ","","95.2","0080111","201516"
"757","Autism "," ","","0090111","201314"
"758","Emotional Disturbance "," ","","0090111","201314"
"759","Intellectual Disability "," ","","0090111","201314"
"760","Learning Disability "," ","","0090111","201314"
"761","Other Health Impairment "," ","","0090111","201314"
"762","Other Disabilities "," ","","0090111","201314"
"763","Speech/Language Impairment ","12 ","","0090111","201314"
"764","School ","19 ","67.8","0090111","201314"
"765","District ","","69.3","0090111","201314"
"766","Autism "," ","","0090111","201415"
"767","Emotional Disturbance "," ","","0090111","201415"
"768","Intellectual Disability "," ","","0090111","201415"
"769","Learning Disability "," ","","0090111","201415"
"770","Other Health Impairment ","0 ","0.0","0090111","201415"
"771","Other Disabilities "," ","","0090111","201415"
"772","Speech/Language Impairment ","20 ","100.0","0090111","201415"
"773","School ","29 ","82.8","0090111","201415"
"774","District ","","66.6","0090111","201415"
"775","Autism "," ","","0090111","201415"
"776","Emotional Disturbance "," ","","0090111","201415"
"777","Intellectual Disability "," ","","0090111","201415"
"778","Learning Disability "," ","","0090111","201415"
"779","Other Health Impairment ","0 ","0.0","0090111","201415"
"780","Other Disabilities "," ","","0090111","201415"
"781","Speech/Language Impairment ","20 ","100.0","0090111","201415"
"782","School ","29 ","82.8","0090111","201415"
"783","District ","","66.6","0090111","201415"
"784","Autism "," ","","0090111","201516"
"785","Emotional Disturbance "," ","","0090111","201516"
"786","Intellectual Disability "," ","","0090111","201516"
"787","Learning Disability "," ","","0090111","201516"
"788","Other Health Impairment "," ","","0090111","201516"
"789","Other Disabilities "," ","","0090111","201516"
"790","Speech/Language Impairment ","14 ","","0090111","201516"
"791","School ","21 ","72.4","0090111","201516"
"792","District ","","64.4","0090111","201516"
"793","Autism "," ","","0090111","201516"
"794","Emotional Disturbance "," ","","0090111","201516"
"795","Intellectual Disability "," ","","0090111","201516"
"796","Learning Disability "," ","","0090111","201516"
"797","Other Health Impairment "," ","","0090111","201516"
"798","Other Disabilities "," ","","0090111","201516"
"799","Speech/Language Impairment ","14 ","","0090111","201516"
"800","School ","21 ","72.4","0090111","201516"
"801","District ","","64.4","0090111","201516"
"802","Autism "," ","","0090411","201314"
"803","Emotional Disturbance "," ","","0090411","201314"
"804","Intellectual Disability "," ","","0090411","201314"
"805","Learning Disability ","10 ","","0090411","201314"
"806","Other Health Impairment "," ","","0090411","201314"
"807","Other Disabilities "," ","","0090411","201314"
"808","Speech/Language Impairment "," ","","0090411","201314"
"809","School ","21 ","95.4","0090411","201314"
"810","District ","","69.3","0090411","201314"
"811","Autism "," ","","0090411","201415"
"812","Emotional Disturbance "," ","","0090411","201415"
"813","Intellectual Disability ","0 ","0.0","0090411","201415"
"814","Learning Disability "," ","","0090411","201415"
"815","Other Health Impairment "," ","","0090411","201415"
"816","Other Disabilities "," ","","0090411","201415"
"817","Speech/Language Impairment ","7 ","","0090411","201415"
"818","School ","21 ","87.5","0090411","201415"
"819","District ","","66.6","0090411","201415"
"820","Autism "," ","","0090411","201415"
"821","Emotional Disturbance "," ","","0090411","201415"
"822","Intellectual Disability ","0 ","0.0","0090411","201415"
"823","Learning Disability "," ","","0090411","201415"
"824","Other Health Impairment "," ","","0090411","201415"
"825","Other Disabilities "," ","","0090411","201415"
