"District","District Code","School","School Code","Special Education Status","Count","%"
"Stratford School District","=""1380011""","Middle School Sails","=""1381811""","Students with Disabilities","N/A","*"
"Stratford School District","=""1380011""","Nichols School","=""1380911""","Students with Disabilities","*","*"
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","Students with Disabilities","*","*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","Students with Disabilities","*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Students with Disabilities",17,17.2
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""","Students with Disabilities","N/A","*"
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","Students with Disabilities","*","*"
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","Students with Disabilities","*","*"
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""","Students with Disabilities","*","*"
"Watertown School District","=""1530011""","Polk School","=""1530411""","Students with Disabilities",6,11.1
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""","Students with Disabilities",12,13.3
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Students with Disabilities",22,21.8
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""","Students with Disabilities","N/A","N/A"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Students with Disabilities","N/A","N/A"
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","Students with Disabilities","*","*"
"Regional School District 07","=""2070012""","AIM","=""2079112""","Students with Disabilities","*","*"
"Regional School District 07","=""2070012""","FLEX","=""2079012""","Students with Disabilities","*","*"
"Regional School District 07","=""2070012""","LINKS","=""2079212""","Students with Disabilities","N/A","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Students with Disabilities",17,30.9
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","Students with Disabilities","N/A","N/A"
"Regional School District 07","=""2070012""","STEP","=""2079312""","Students with Disabilities","N/A","*"
"Regional School District 06","=""2060012""","Early Childhood Learning Center","=""2068112""","Students with Disabilities","N/A","*"
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","Students with Disabilities","*","*"
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","Students with Disabilities","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Students with Disabilities",12,13.8
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","Students with Disabilities","N/A","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Students with Disabilities",20,16.8
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""","Students with Disabilities",11,16.7
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Students with Disabilities","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Students with Disabilities",16,23.9
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Students with Disabilities","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Students with Disabilities",9,18.4
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Students with Disabilities",10,17.2
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Students with Disabilities",18,23.7
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Students with Disabilities",15,24.6
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Students with Disabilities","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Students with Disabilities",6,12.5
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Students with Disabilities",12,16.9
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Students with Disabilities",7,10.9
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","Students with Disabilities","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Students with Disabilities","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Students with Disabilities",10,15.6
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Students with Disabilities",10,17.5
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Students with Disabilities",26,24.8
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Students with Disabilities","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Students with Disabilities",13,18.8
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""","Students with Disabilities","*","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Students with Disabilities","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Students with Disabilities","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Students with Disabilities",77,27.3
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Students with Disabilities",49,51.0
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","Students with Disabilities","N/A","N/A"
"Plainville School District","=""1100011""","Linden Street School","=""1100211""","Students with Disabilities","N/A","N/A"
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","Students with Disabilities","N/A","N/A"
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""","Students with Disabilities",8,12.3
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Students with Disabilities",17,19.3
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","Students with Disabilities",8,15.7
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","Students with Disabilities","N/A","N/A"
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""","Students with Disabilities","N/A","*"
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","Students with Disabilities","N/A","N/A"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Students with Disabilities",13,17.6
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","Students with Disabilities","*","*"
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","Students with Disabilities","*","*"
"Stonington School District","=""1370011""","Community Classroom","=""1370811""","Students with Disabilities","N/A","*"
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","Students with Disabilities","*","*"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","Students with Disabilities","*","*"
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","Students with Disabilities",8,12.5
"Stonington School District","=""1370011""","Stonington BOE Pre-School","=""1370111""","Students with Disabilities","N/A","N/A"
"Stonington School District","=""1370011""","Stonington HS PreK","=""1370211""","Students with Disabilities","N/A","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Students with Disabilities",19,21.8
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","Students with Disabilities","*","*"
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""","Students with Disabilities","N/A","N/A"
"Waterford School District","=""1520011""","Autism Class","=""1521111""","Students with Disabilities","N/A","*"
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","Students with Disabilities",26,23.4
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","Students with Disabilities","N/A","N/A"
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","Students with Disabilities",7,14.6
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","Students with Disabilities","*","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Students with Disabilities",23,17.8
"Waterford School District","=""1520011""","Waterford High School Tutor Center","=""1521211""","Students with Disabilities","N/A","*"
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""","Students with Disabilities","N/A","N/A"
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""","Students with Disabilities","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Students with Disabilities",13,20.3
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","Students with Disabilities","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Students with Disabilities",11,13.6
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","Students with Disabilities","N/A","N/A"
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","Students with Disabilities","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Students with Disabilities",16,9.8
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""","Students with Disabilities","N/A","N/A"
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""","Students with Disabilities","N/A","N/A"
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""","Students with Disabilities","N/A","*"
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","Students with Disabilities",11,"*"
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Students with Disabilities","N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Mental Health Center","=""3370415""","Students with Disabilities","N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","Students with Disabilities","N/A","*"
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","Students with Disabilities",8,25.0
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","Students with Disabilities",8,13.6
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","Students with Disabilities",29,43.3
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Students with Disabilities","*","*"
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""","Students with Disabilities","N/A","N/A"
"Orange School District","=""1070011""","Peck Place School","=""1070511""","Students with Disabilities","N/A","*"
"Orange School District","=""1070011""","Race Brook School","=""1070311""","Students with Disabilities","*","*"
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","Students with Disabilities","*","*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""","Students with Disabilities","*","*"
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","Students with Disabilities","N/A","N/A"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Students with Disabilities",6,12.2
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""","Students with Disabilities","N/A","N/A"
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""","Students with Disabilities","N/A","*"
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","Students with Disabilities","N/A","N/A"
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","Students with Disabilities",21,28.8
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Students with Disabilities",33,27.7
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","Students with Disabilities",8,17.4
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","Students with Disabilities","*","*"
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""","Students with Disabilities","*","*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","Students with Disabilities","*","*"
"Windsor Locks School District","=""1650011""","RISE Transition Academy","=""1650211""","Students with Disabilities","N/A","*"
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""","Students with Disabilities","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Students with Disabilities",19,34.5
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""","Students with Disabilities",10,19.2
"Wolcott School District","=""1660011""","ABC Classroom","=""1660311""","Students with Disabilities","*","*"
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","Students with Disabilities","*","*"
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""","Students with Disabilities","N/A","N/A"
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""","Students with Disabilities","*","*"
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""","Students with Disabilities",13,18.1
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""","Students with Disabilities","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Students with Disabilities",12,15.8
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""","Students with Disabilities","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Students with Disabilities",8,16.3
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","Students with Disabilities","*","*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","Students with Disabilities","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","Students with Disabilities",15,38.5
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Students with Disabilities","*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Students with Disabilities",13,30.2
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""","Students with Disabilities",8,18.2
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","Students with Disabilities",7,24.1
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","Students with Disabilities","N/A","N/A"
"Explorations District","=""2720013""","Explorations","=""2726113""","Students with Disabilities",6,18.2
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","Students with Disabilities",9,20.9
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Students with Disabilities",31,50.0
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Students with Disabilities",10,38.5
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","Students with Disabilities",35,36.1
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Students with Disabilities",43,44.8
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Students with Disabilities",8,22.2
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Students with Disabilities",19,48.7
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Students with Disabilities","*","*"
"Elm City Montessori School District","=""2910013""","Elm City Montessori School","=""2910113""","Students with Disabilities","N/A","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","Students with Disabilities","N/A","*"

