"",,,,,"2011-12",,"2012-13",,"2013-14",,"2014-15",,"2015-16",
"Capitol Region Education Council","=""2410014""","Soundbridge @ Wethersfield High School","=""2411014""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Capitol Region Education Council","=""2410014""","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","Students with Disabilities","N/A","N/A","*","*",9,37.5,19,38.0,22,34.4
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","Students with Disabilities",15,19.7,26,34.2,12,15.2,16,20.8,14,17.1
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","Students with Disabilities","N/A","N/A","*","*","*","*","N/A","N/A","*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Students with Disabilities",29,17.3,24,14.5,29,16.7,31,17.3,38,21.2
"Cheshire School District","=""0250011""","Cheshire Quinnipiac University Transition Collaborative","=""0250311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Cheshire School District","=""0250011""","Darcey School","=""0250211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","Students with Disabilities",10,11.0,"*","*",9,12.3,8,12.9,12,16.2
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""","Students with Disabilities",6,30.0,7,31.8,"*","*","N/A","N/A","N/A","N/A"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","N/A","N/A"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","Students with Disabilities","*","*","*","*","*","*","*","*",6,9.8
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""","Students with Disabilities","*","*","*","*","*","*","N/A","N/A","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Students with Disabilities",25,36.8,22,34.4,19,35.2,19,32.2,7,15.2
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Students with Disabilities",10,9.3,20,17.9,20,17.2,27,23.7,23,20.5
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","Students with Disabilities","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","Students with Disabilities",7,9.5,6,6.7,"*","*",6,6.7,6,7.1
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","Students with Disabilities",11,11.7,13,14.6,12,14.1,14,16.5,"*","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Students with Disabilities","N/A","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Students with Disabilities","*","*","*","*","*","*",6,9.1,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Students with Disabilities","N/A","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Students with Disabilities",8,14.5,7,11.1,16,23.9,16,23.9,14,23.0
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*",8,22.2
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Students with Disabilities",15,34.9,12,22.6,12,22.6,9,18.4,6,13.0
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Students with Disabilities",17,39.5,13,27.1,11,21.2,10,17.2,13,20.6
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Students with Disabilities",16,23.9,12,18.5,19,27.9,18,23.7,14,20.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Students with Disabilities",12,26.7,9,20.0,7,12.3,15,24.6,17,21.8
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Students with Disabilities",8,18.2,8,19.0,8,17.4,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Students with Disabilities",10,20.0,12,28.6,6,11.3,6,12.5,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Students with Disabilities",30,31.6,21,24.7,17,23.9,12,16.9,12,16.0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Students with Disabilities",11,34.4,15,30.0,15,27.3,7,10.9,26,33.8
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*",6,19.4
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Students with Disabilities",8,15.4,8,16.3,"*","*","*","*",7,13.2
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Students with Disabilities",14,28.6,7,15.2,10,18.9,10,15.6,10,16.1
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Students with Disabilities",16,35.6,9,19.6,7,12.7,10,17.5,12,17.1
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Students with Disabilities",29,36.3,39,41.1,29,27.4,26,24.8,18,17.8
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Students with Disabilities","*","*","N/A","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Students with Disabilities",8,16.3,12,23.1,19,28.4,13,18.8,15,26.8
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","N/A","N/A","*","*"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Students with Disabilities",43,24.6,32,18.6,30,17.8,44,24.3,44,25.9
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","Students with Disabilities","N/A","*","N/A","*","N/A","*","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","Students with Disabilities",8,17.8,8,18.2,11,22.0,9,21.4,"*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Students with Disabilities",27,31.8,11,14.3,"*","*",7,9.7,7,10.8
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","Students with Disabilities",7,17.9,"*","*",11,22.9,"*","*","*","*"
"Coventry School District","=""0320011""","Hale Early Education Center","=""0320311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Students with Disabilities",22,42.3,13,24.1,12,20.3,19,26.8,18,24.7
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","Students with Disabilities",13,25.0,17,28.3,13,26.5,15,28.3,7,13.5
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","*","*",6,9.1
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","Students with Disabilities","*","*","*","*","*","*",9,15.0,"*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Students with Disabilities",9,"*",7,33.3,13,52.0,"*","*",6,27.3
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","Students with Disabilities",17,10.6,21,11.8,13,7.4,18,10.3,23,13.9
"Danbury School District","=""0340011""","DPS Early Childhood Center","=""0340111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Students with Disabilities",85,29.3,112,35.9,113,31.7,138,36.7,113,29.5
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Danbury School District","=""0340011""","Mill Ridge Educational Center","=""0341811""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","Students with Disabilities","*","*","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","Students with Disabilities","*","*","N/A","N/A","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","Students with Disabilities",38,29.9,44,31.4,41,26.6,38,27.9,31,22.3
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","Students with Disabilities","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","South Street School","=""0341011""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A",7,29.2,12,26.1
"Darien School District","=""0350011""","Darien High School","=""0356111""","Students with Disabilities",10,6.7,8,4.9,19,12.1,11,6.8,11,5.9
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","Students with Disabilities","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","*","*","N/A","N/A"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","*","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","*","*"
