School Name,Organization Type,Organization Code,Location 1,Zipcode,Phone,PreKindergarten,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Student Open Date,Interdistrict Magnet
Roxbury School,Public Schools,1350911,"751 Westhill Rd.
Stamford, CT 06902-1413
(41.089035, -73.565109)",06902-1413,203-977-4287,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Wapping Elementary School,Public Schools,1320411,"91 Ayers Rd.
South Windsor, CT 06074-2036
(41.845086, -72.555709)",06074-2036,860-648-5010,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1992 0:00:00.000,0
Margaret M. Generali Elementary School,Public Schools,1511111,"3196 East Main St.
Waterbury, CT 06705-3430
(41.546238, -72.982218)",06705-3430,203-574-8174,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Sharon School District,Public School Districts,1250011,"246 Warren Turnpike Road
Falls Village, CT 06031
(41.936234, -73.361111)",06031,860-364-5153,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1996 0:00:00.000,0
Tomlinson Middle School,Public Schools,0515111,"200 Unquowa Rd.
Fairfield, CT 06824
(41.143478, -73.25805)",06824,203-255-8336,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Enfield School District,Public School Districts,0490011,"27 Shaker Road
Enfield, CT 06082
(42.002479, -72.563109)",06082,860-253-6500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Crystal Lake School,Public Schools,0480211,"59 South Road
Ellington, CT 06029-3020
(41.928866, -72.379226)",06029-3020,860-896-2322,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Branford School District,Public School Districts,0140011,"1111 Main Street
Branford, CT 06405
(41.283072, -72.810225)",06405,203-488-7276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Portland School District,Public School Districts,1130011,"33 East Main Street
Portland, CT 06480
(41.575534, -72.634821)",06480,860-342-6790,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Hall School,Public Schools,0151111,"290 Clermont Ave.
Bridgeport, CT 06610-2902
(41.191778, -73.160601)",06610-2902,203-576-7560,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Newington High School,Public Schools,0946111,"605 Willard Ave.
Newington, CT 06111-2648
(41.702828, -72.734854)",06111-2648,860-666-5611,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Thomaston School District,Public School Districts,1400011,"158 Main Street, Box 166
Thomaston, CT 06787
(41.673005, -73.074706)",06787,860-283-4796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Morley School,Public Schools,1550911,"77 Bretton Rd.
West Hartford, CT 06119-1209
(41.768896, -72.731542)",06119-1209,860-233-8535,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Ansonia Middle School,Public Schools,0025111,"115 Howard Ave.
Ansonia, CT 06401
(41.341491, -73.083936)",06401,203-736-5070,1,0,0,0,0,0,0,0,1,1,0,0,0,0,01Jul1997 0:00:00.000,0
North Street School,Public Schools,0570811,"381 North St.
Greenwich, CT 06830-3903
(41.05905, -73.618103)",06830-3903,203-869-6756,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Pomfret School District,Public School Districts,1120011,"20 Pomfret Street
Pomfret Center, CT 06259
(41.859579, -71.959184)",06259,860-928-2718,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1996 0:00:00.000,0
Hebron Avenue School,Public Schools,0540411,"1363 Hebron Avenue
Glastonbury, CT 06033
(41.717629, -72.559917)",06033,860-652-7875,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
West Shore Middle School,Public Schools,0845311,"70 Kay Ave.
Milford, CT 06460-5496
(41.192669, -73.098923)",06460-5496,203-783-3553,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1997 0:00:00.000,0
Glastonbury School District,Public School Districts,0540011,"628 Hebron Avenue
Glastonbury, CT 06033
(41.714452, -72.588865)",06033,860-652-7961,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Scotland School District,Public School Districts,1230011,"68 Brook Road
Scotland, CT 06264
(41.698072, -72.096064)",06264,860-423-0064,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1996 0:00:00.000,0
Jared Eliot School,Public Schools,0275111,"69 Fairy Dell Rd.
Clinton, CT 06413-2403
(41.297473, -72.518964)",06413-2403,860-664-6503,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1997 0:00:00.000,0
Harborside Middle School,Public Schools,0845211,"175 High St.
Milford, CT 06460-3250
(41.223484, -73.061233)",06460-3250,203-783-3523,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1997 0:00:00.000,0
Derby Middle School,Public Schools,0375011,"73 Chatfield Street
Derby, CT 06418
(41.336501, -73.098058)",06418,203-736-1426,0,0,0,0,0,0,0,1,1,1,0,0,0,0,04Jan2010 0:00:00.000,0
McKinley School,Public Schools,0510611,"60 Thompson St.
Fairfield, CT 06825
(41.179304, -73.236153)",06825,203-255-8318,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Veterans' Memorial School,Public Schools,1041811,"80 Crouch Ave.
Norwich, CT 06360-7329
(41.504717, -72.072061)",06360-7329,860-823-4209,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Carl C. Cutler Middle School,Public Schools,0595311,"160 Fishtown Rd.
Mystic, CT 06355-2012
(41.347853, -71.998912)",06355-2012,860-572-5830,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Buckley School,Public Schools,0770311,"250 Vernon St.
Manchester, CT 06042-3473
(41.792577, -72.492843)",06042-3473,860-647-3302,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Green's Farms School,Public Schools,1580411,"17 Morningside Dr. South
Westport, CT 06880
(41.137648, -73.325546)",06880,203-222-3610,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1999 0:00:00.000,0
Tariffville School,Public Schools,1280311,"42 Winthrop St.
Tariffville, CT 06081-9623
(41.909758, -72.766555)",06081-9623,860-658-5825,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Barnum School,Public Schools,0150111,"495 Waterview Avenue
Bridgeport, CT 06608
(41.182872, -73.173936)",06608,203-275-2300,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
East Lyme Middle School,Public Schools,0455111,"31 Society Rd.
Niantic, CT 06357
(41.347027, -72.215119)",06357,860-739-4491,0,0,0,0,0,0,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
John F. Kennedy High School,Public Schools,1516411,"422 Highland Ave.
Waterbury, CT 06708-3443
(41.54549, -73.055898)",06708-3443,203-574-8153,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Meadowside School,Public Schools,0840711,"80 Seeman's Ln.
Milford, CT 06460-4337
(41.211271, -73.074519)",06460-4337,203-783-3555,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Memorial School,Public Schools,0420111,"20 Smith St.
East Hampton, CT 06424-1698
(41.570281, -72.487917)",06424-1698,860-365-4020,1,1,1,1,1,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Kendall Elementary School,Public Schools,1030811,"57 Fillow Street
Norwalk, CT 06850
(41.118678, -73.43313)",06850,203-899-2880,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Skane Center,Public Schools,0154411,"2977 North Madison Ave.
Bridgeport, CT 06606-2060
(41.213694, -73.22647)",06606-2060,203-576-7181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01Jul1995 0:00:00.000,0
Joseph Melillo Middle School,Public Schools,0445111,"67 Hudson St.
East Haven, CT 06512-1524
(41.285228, -72.867713)",06512-1524,203-468-3227,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Sprague School District,Public School Districts,1330011,"25 Scotland Road
Baltic, CT 06330
(41.623949, -72.085035)",06330,860-822-8086,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1996 0:00:00.000,0
Birch Grove Primary School,Public Schools,1420111,"247 Rhodes RD
Tolland, CT 06084-3568
(41.859291, -72.333985)",06084-3568,860-870-6750,1,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul1999 0:00:00.000,0
Dag Hammarskjold Middle School,Public Schools,1485211,"106 Pond Hill Road
Wallingford, CT 06492-4809
(41.433835, -72.81963)",06492-4809,203-294-3700,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Ridgefield High School,Public Schools,1186111,"700 North Salem Rd.
Ridgefield, CT 06877-1716
(41.325216, -73.528378)",06877-1716,203-438-3785,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Salem School District,Public School Districts,1210011,"200 Hartford Road
Salem, CT 06420
(41.48805, -72.27487)",06420,860-892-1223,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1996 0:00:00.000,0
Hill Regional Career High School,Public Schools,0936311,"140 Legion Ave.
New Haven, CT 06519
(41.306105, -72.940115)",06519,475-220-5000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,1
Stadley Rough School,Public Schools,0341611,"25 Karen Rd.
Danbury, CT 06811-3218
(41.433215, -73.427582)",06811-3218,203-797-4773,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Farmington High School,Public Schools,0526111,"10 Monteith Dr
Farmington, CT 06032-1052
(41.748583, -72.868445)",06032-1052,860-673-2514,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Betances STEM Magnet School,Public Schools,0643811,"585 Wethersfield Avenue
Hartford, CT 06114
(41.739804, -72.671781)",06114,860-695-2840,0,0,0,0,0,1,1,1,1,1,0,0,0,0,01Jul2012 0:00:00.000,1
Myrtle H. Stevens School,Public Schools,1190411,"322 Orchard St.
Rocky Hill, CT 06067-2021
(41.669216, -72.657328)",06067-2021,860-258-7751,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Mary T. Murphy School,Public Schools,0141411,"14 Brushy Plain Rd.
Branford, CT 06405-6001
(41.29368, -72.819486)",06405-6001,203-483-1832,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Enfield Street School,Public Schools,0490211,"1318 Enfield St.
Enfield, CT 06082-4912
(41.975449, -72.592031)",06082-4912,860-253-6565,0,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Wallingford School District,Public School Districts,1480011,"100 South Turnpike Road
Wallingford, CT 06492
(41.447035, -72.844791)",06492,203-949-6500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Samuel Staples Elementary School,Public Schools,0460111,"515 Morehouse Road
Easton, CT 06612
(41.242431, -73.288595)",06612,203-261-3607,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Broad Brook Elementary School,Public Schools,0470111,"14 Rye St.
East Windsor, CT 06016-9552
(41.909771, -72.546807)",06016-9552,860-623-2433,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Granby Memorial Middle School,Public Schools,0565111,"321 Salmon Brook St.
Granby, CT 06035-1804
(41.961472, -72.790264)",06035-1804,860-844-3029,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Sarah Noble Intermediate School,Public Schools,0960911,"25 Sunny Valley Rd.
New Milford, CT 06776-3333
(41.568161, -73.417943)",06776-3333,860-210-4020,0,0,0,0,1,1,1,0,0,0,0,0,0,0,01Jul2001 0:00:00.000,0
Woodside Intermediate School,Public Schools,0330311,"30 Woodside Rd.
Cromwell, CT 06416
(41.625776, -72.661)",06416,860-632-3564,0,0,0,0,1,1,1,0,0,0,0,0,0,0,01Jul2006 0:00:00.000,0
Lyman Hall High School,Public Schools,1486111,"70 Pond Hill Road
Wallingford, CT 06492-4809
(41.437149, -72.821742)",06492-4809,203-294-5350,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Hamden School District,Public School Districts,0620011,"60 Putnam Avenue
Hamden, CT 06517
(41.345724, -72.914253)",06517,203-407-2000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
East Haven School District,Public School Districts,0440011,"35 Wheelbarrow Lane
East Haven, CT 06513
(41.32773, -72.832465)",06513,203-468-3261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Bristol Early Childhood Center-BECC,Public Schools,0170411,"240 Stafford Avenue
Bristol, CT 06010
(41.683509, -72.903301)",06010,860-584-7072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28Aug2014 0:00:00.000,
Maloney Interdistrict Magnet School,Public Schools,1513111,"233 South Elm St.
Waterbury, CT 06706
(41.549928, -73.038336)",06706,203-574-8162,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1996 0:00:00.000,1
Barkhamsted School District,Public School Districts,0050011,"65 Ripley Hill Road
Barkhamsted, CT 06063
(41.911255, -72.991687)",06063,860-738-4016,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1996 0:00:00.000,0
Darien High School,Public Schools,0356111,"80 High School Ln.
Darien, CT 06820-3399
(41.083606, -73.489376)",06820-3399,203-655-3981,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Thompson Brook School,Public Schools,0040511,"150 Thompson Rd.
Avon, CT 06001-2208
(41.771337, -72.854024)",06001-2208,860-404-4870,0,0,0,0,0,0,1,1,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Fair Haven School,Public Schools,0931611,"164 Grand Ave.
New Haven, CT 06513
(41.309146, -72.8936)",06513,475-220-2600,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul2007 0:00:00.000,0
New Canaan High School,Public Schools,0906111,"11 Farm Rd.
New Canaan, CT 06840-6699
(41.130505, -73.490176)",06840-6699,203-594-4600,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Ashford School District,Public School Districts,0030011,"440 Westford Rd.
Ashford, CT 06278
(41.892167, -72.170193)",06278,860-429-1927,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1996 0:00:00.000,0
Lincoln Middle School,Public Schools,0805211,"164 Centennial Ave.
Meriden, CT 06450-3707
(41.537064, -72.825497)",06450-3707,203-238-2381,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Weston Middle School,Public Schools,1575111,"135 School Rd.
Weston, CT 06883-1623
(41.206676, -73.379148)",06883-1623,203-291-1500,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Clinton Avenue School,Public Schools,0930611,"293 Clinton Ave.
New Haven, CT 06513
(41.318543, -72.892713)",06513,475-220-3300,0,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Webster Hill School,Public Schools,1551211,"125 Webster Hill Blvd.
West Hartford, CT 06117
(41.743595, -72.740681)",06117,860-521-0320,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Swift Middle School,Public Schools,1535111,"250 Colonial St.
Oakville, CT 06779-2008
(41.584941, -73.092468)",06779-2008,860-945-4830,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Doolittle School,Public Schools,0250611,"735 Cornwall Ave.
Cheshire, CT 06410-2617
(41.499937, -72.922267)",06410-2617,203-272-3549,0,0,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
King Street Intermediate School,Public Schools,0341711,"151 South King St.
Danbury, CT 06811-3540
(41.423053, -73.501784)",06811-3540,203-797-4761,0,0,0,0,0,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Bethel High School,Public Schools,0096111,"300 Whittlesey Dr.
Bethel, CT 06801-1517
(41.380195, -73.39437)",06801-1517,203-794-8600,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Bear Path School,Public Schools,0621211,"10 Kirk Rd.
Hamden, CT 06514-1308
(41.390151, -72.926708)",06514-1308,203-407-2015,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Ellington Middle School,Public Schools,0485111,"46 Middle Butcher Rd.
Ellington, CT 06029
(41.878374, -72.459958)",06029,860-896-2339,0,0,0,0,0,0,0,0,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Naugatuck School District,Public School Districts,0880011,"380 Church Street
Naugatuck, CT 06770
(41.498065, -73.054857)",06770,203-720-5265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Andover Elementary School,Public Schools,0010111,"35 School Rd.
Andover, CT 06232-1526
(41.72791, -72.365963)",06232-1526,860-742-7339,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Mill Hill School,Public Schools,0510711,"635 Mill Hill Terrace
Southport, CT 06890
(41.146103, -73.282276)",06890,203-255-8320,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1990 0:00:00.000,0
Ellington School District,Public School Districts,0480011,"47 Main Street
Ellington, CT 06029
(41.903091, -72.465817)",06029,860-896-2300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Joseph A. Foran High School,Public Schools,0846311,"80 Foran Dr.
Milford, CT 06460-7799
(41.218175, -73.013601)",06460-7799,203-783-3502,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Central Middle School,Public Schools,0575111,"9 Indian Rock Ln.
Greenwich, CT 06830-4004
(41.047315, -73.605346)",06830-4004,203-661-8500,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
West Woods Upper Elementary School,Public Schools,0520511,"50 Judson Ln.
Farmington, CT 06032
(41.712285, -72.874809)",06032,860-284-1230,0,0,0,0,0,0,1,1,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Lordship School,Public Schools,1380811,"254 Crown St.
Stratford, CT 06615-7511
(41.15372, -73.126011)",06615-7511,203-385-4170,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Western School,Public Schools,0880711,"108 Pine St.
Naugatuck, CT 06770-3723
(41.493147, -73.068775)",06770-3723,203-720-5244,0,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Norton School,Public Schools,0250511,"414 North Brooksvale Rd.
Cheshire, CT 06410-3340
(41.478141, -72.918513)",06410-3340,203-272-7283,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Norwalk High School,Public Schools,1036111,"23 Calvin Murphy Street
Norwalk, CT 06851-5597
(41.122649, -73.388081)",06851-5597,203-838-4481,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Preston Veterans' Memorial School,Public Schools,1140411,"325 Shetucket Tpke.
Preston, CT 06365
(41.528972, -71.986325)",06365,860-887-3113,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Thompson School District,Public School Districts,1410011,"785 Riverside Drive
North Grosvenor, CT 06255
(41.976913, -71.900699)",06255,860-923-9581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Crosby High School,Public Schools,1516211,"300 Pierpont Rd.
Waterbury, CT 06705-3905
(41.547816, -72.974169)",06705-3905,203-574-8061,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
East Windsor High School,Public Schools,0476111,"76 South Main St.
East Windsor, CT 06088-9741
(41.901613, -72.610604)",06088-9741,860-623-3361,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Winthrop School,Public Schools,0153611,"85 Eckart St.
Bridgeport, CT 06606-1199
(41.221688, -73.232441)",06606-1199,203-576-7769,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Lebanon Elementary School,Public Schools,0710111,"479 Exeter Rd.
Lebanon, CT 06249-1505
(41.641125, -72.206506)",06249-1505,860-642-7593,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Naylor/CCSU Leadership Academy,Public Schools,0641411,"639 Franklin Avenue
Hartford, CT 06114-3030
(41.730999, -72.67424)",06114-3030,860-695-4620,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Quaker Farms School,Public Schools,1080311,"30 Great Oak Rd.
Oxford, CT 06478
(41.426265, -73.141977)",06478,203-888-5842,1,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul1990 0:00:00.000,0
Albert D. Griswold Middle School,Public Schools,1195111,"144 Bailey Rd.
Rocky Hill, CT 06067-2200
(41.666997, -72.651456)",06067-2200,860-258-7741,0,0,0,0,0,0,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Ledyard High School,Public Schools,0726111,"24 Gallup Hill Rd.
Ledyard, CT 06339-1512
(41.439125, -71.995759)",06339-1512,860-464-9600,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Cromwell Middle School,Public Schools,0335111,"6 Captain James Mann Memorial Dr.
Cromwell, CT 06416-1356
(41.627469, -72.657214)",06416-1356,860-632-4853,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
North Haven High School,Public Schools,1016111,"221 Elm Street
North Haven, CT 06473
(41.373948, -72.864687)",06473,203-239-1641,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Central School,Public Schools,1280111,"29 Massaco St.
Simsbury, CT 06070-2118
(41.881761, -72.804097)",06070-2118,860-658-4732,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Columbus Family Academy,Public Schools,0934111,"255 Blatchley Ave.
New Haven, CT 06513
(41.309527, -72.899434)",06513,475-220-2500,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Sprague School,Public Schools,1512011,"1443 Thomaston Ave.
Waterbury, CT 06704-1716
(41.586468, -73.049626)",06704-1716,203-574-8189,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Wintonbury Early Childhood Magnet School,Public Schools,0110811,"44 Brown St.
Bloomfield, CT 06002
(41.838481, -72.746492)",06002,860-769-5510,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01Jul2009 0:00:00.000,1
E. C. Adams Middle School,Public Schools,0605111,"233 Church St.
Guilford, CT 06437-2403
(41.292332, -72.685894)",06437-2403,203-453-2755,0,0,0,0,0,0,0,0,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Great Neck Elementary School,Public Schools,1520211,"165 Great Neck Rd.
Waterford, CT 06385-3739
(41.313745, -72.132519)",06385-3739,860-442-2593,0,1,1,1,1,1,1,0,0,0,0,0,0,0,31Aug2010 0:00:00.000,0
Thomaston Center School,Public Schools,1400211,"1 Thomas Ave.
Thomaston, CT 06787-1502
(41.673332, -73.075196)",06787-1502,860-283-3036,0,0,0,0,0,1,1,1,0,0,0,0,0,0,01Jul1997 0:00:00.000,0
South Windsor School District,Public School Districts,1320011,"1737 Main Street
South Windsor, CT 06074
(41.854903, -72.605831)",06074,860-291-1205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
West Vine Street School,Public Schools,1370611,"17 West Vine St.
Pawcatuck, CT 06379
(41.385835, -71.840327)",06379,860-599-5832,0,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Charter Oak International Academy,Public Schools,1550511,"425 Oakwood Ave.
West Hartford, CT 06110
(41.743366, -72.720653)",06110,860-233-8506,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Mary L. Tracy School,Public Schools,1070211,"650 School House Lane
Orange, CT 06477-2414
(41.280612, -73.026378)",06477-2414,203-891-8028,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01Jul1989 0:00:00.000,0
West Bristol School,Public Schools,0172011,"500 Clark Avenue
Bristol, CT 06010
(41.684537, -72.98422)",06010,860-584-7815,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul2012 0:00:00.000,0
Martin School,Public Schools,0771611,"140 Dartmouth Rd.
Manchester, CT 06040-6616
(41.75386, -72.511342)",06040-6616,860-647-3367,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Black Rock School,Public Schools,0150311,"545 Brewster St.
Bridgeport, CT 06605-3409
(41.156745, -73.225532)",06605-3409,203-576-7500,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Weston High School,Public Schools,1576111,"115 School Rd.
Weston, CT 06883-1623
(41.208401, -73.380373)",06883-1623,203-291-1602,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
John Barry School,Public Schools,0800511,"124 Columbia St.
Meriden, CT 06450-3171
(41.545413, -72.802369)",06450-3171,203-237-8831,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
"High School, Inc.",Public Schools,0647611,"875 Asylum Avenue
Hartford, CT 06105-1960
(41.770264, -72.693896)",06105-1960,860-695-7101,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2009 0:00:00.000,0
Quaker Hill Elementary School,Public Schools,1520711,"285 Bloomingdale Rd.
Quaker Hill, CT 06375
(41.402269, -72.115824)",06375,860-442-1095,0,1,1,1,1,1,1,0,0,0,0,0,0,0,15Jul2008 0:00:00.000,0
Michael F. Wallace Middle School,Public Schools,1515111,"3465 East Main St.
Waterbury, CT 06705-3805
(41.543293, -72.97444)",06705-3805,203-574-8140,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
