"school_code","district_code","type","district","school","street","city","state","zip","phone","fax","website","education_program","program_type","inter_district_magnet","pre_kindergarten","kindergarten","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12"
"1425121","None","Nonpublic Elementary and Secondary Schools","","Covenant Academy","26 Deer Meadow","Tolland","CT","06084","xxx-x-","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"1695221","None","Nonpublic Elementary and Secondary Schools","","Covenant Academy","Box 51","Woodstock","CT","06281","860-871-4169","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"0645021","None","Nonpublic Elementary and Secondary Schools","","Covenant Preparatory School","135 Broad Street","Hartford","CT","06105","860-547-0298","860-547-0361","","Standard Non-Public","","","0","0","0","0","0","0","1","1","1","1","0","0","0","0"
"8251221","None","Nonpublic Elementary and Secondary Schools","","Crossroads School for Children","11 Huron Drive","Natick","MA","01760","508-651-7500","508-651-7510","www.crossroadsschoolma.org","APSEP","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"1160221","None","Nonpublic Elementary and Secondary Schools","","Crossway Christian Academy","250 East Putnam Road","Putnam","CT","06260","860-963-3787","860-963-0623","","Standard Non-Public","","","0","1","1","1","1","1","1","1","1","1","0","0","0","0"
"8330161","None","Nonpublic Elementary and Secondary Schools","","Crotched Mountain Rehabilitation Center","1 Verney Drive","Greenfield","NH","03047","603-547-3311","","","APSEP","","","","","","","","","","","","","","","",""
"8253461","None","Nonpublic Elementary and Secondary Schools","","Curtis Blake School","979 Dickinson Street","Springfield","MA","01108","413-205-3960","","","APSEP","","","","","","","","","","","","","","","",""
"8350121","None","Nonpublic Elementary and Secondary Schools","","Del Rio Academy","50 Calle del Rio","Los Lunas","NM","87031","505-866-9271","","","Standard Non-Public","","","0","0","0","1","1","1","1","1","1","1","0","0","0","0"
"8251061","None","Nonpublic Elementary and Secondary Schools","","Devereaux","60 Miles Road, PO Box 219","Rutland","MA","01543","508-886-4746","","","APSEP","","","","","","","","","","","","","","","",""
"8120861","None","Nonpublic Elementary and Secondary Schools","","Devereaux Florida","5850 T. G. Lee Blvd, Suite 400","Orlando","FL","32822","407-362-9210","","","APSEP","","","","","","","","","","","","","","","",""
"8420461","None","Nonpublic Elementary and Secondary Schools","","Devereaux Kanner Center in West Chester","390 E. Boot Road","West Chester","PA","19380","610-431-8100","","","APSEP","","","","","","","","","","","","","","","",""
"8480121","None","Nonpublic Elementary and Secondary Schools","","Devereux - League City","1150 Devereux Drive","League City","TX","77573","800-373-0011","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"1500161","None","Nonpublic Elementary and Secondary Schools","","Devereux Glenholme School","81 Sabbaday Lane","Washington","CT","06793","860-868-7377","860-868-6711","","APSEP","","","0","0","0","0","0","1","1","1","1","1","1","1","1","1"
"1380321","None","Nonpublic Elementary and Secondary Schools","","Diocese of Bridgeport Schools Corp. D.B.A. St. James School","50 Harvey Place","Stratford","CT","06615","203-375-5994","203-380-0749","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0020482","None","Nonpublic Elementary and Secondary Schools","","Disability Resource Network, Inc.","230 Caroline Street","Derby","CT","06483","203-732-0030","203-732-1070","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0150682","None","Nonpublic Elementary and Secondary Schools","","Disability Resource Network, Inc. - Bridgeport","1718 Capital Avenue","Bridgeport","CT","06604","203-732-0030","203-732-1070","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0600282","None","Nonpublic Elementary and Secondary Schools","","Discover Learn Work Career Training Services - Ability Beyond","929 Boston Post Road","Guilford","CT","06437","203-826-3099","860-410-1165","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"1100182","None","Nonpublic Elementary and Secondary Schools","","Discover Learn Work Career Training Services - Ability Beyond","17 Farmington Ave","Plainville","CT","06062","203-826-3099","860-410-1165","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0340721","None","Nonpublic Elementary and Secondary Schools","","Discover Learn Work Career Training Services  Ability Beyond","60 West Street","Danbury","CT","06062","203-826-3099","860-410-1165","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"8230261","None","Nonpublic Elementary and Secondary Schools","","ELAN","#5 Road PO Box 578","Poland Springs","ME","04274","207-998-4666","","","APSEP","","","","","","","","","","","","","","","",""
"0570161","None","Nonpublic Elementary and Secondary Schools","","Eagle Hill School","45 Glenville Road","Greenwich","CT","06831","203-622-9240","","","APSEP","","","0","1","1","1","1","1","1","1","1","1","1","1","0","0"
"8250321","None","Nonpublic Elementary and Secondary Schools","","Eagle Hill School","242 Old Petersham Road","Hardwick","MA","01037","413-477-6000","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"0515121","None","Nonpublic Elementary and Secondary Schools","","Eagle Hill Southport","214 Main Street","Southport","CT","06890","203-254-2044","203-255-4052","","Standard Non-Public","","","0","0","1","1","1","1","1","1","1","1","1","0","0","0"
"0642061","None","Nonpublic Elementary and Secondary Schools","","Eagle House Education Program","1680 Albany Avenue","Hartford","CT","06105","860-297-0552","860-233-6454","","APSEP","","","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"8255561","None","Nonpublic Elementary and Secondary Schools","","Eagleton, Inc","446 Monterey Road","Great Barrington","MA","01230","413-528-4385","","www","Standard Non-Public","","","0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"0776121","None","Nonpublic Elementary and Secondary Schools","","East Catholic High School","115 New State Road","Manchester","CT","06042","860-649-5336","860-649-7191","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1040382","None","Nonpublic Elementary and Secondary Schools","","Easter Seals - Ct.","24 Stott Avenue","Norwich","CT","06360","860-859-4148 x215","","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"1640182","None","Nonpublic Elementary and Secondary Schools","","Easter Seals Capitol Region and Eastern Connecticut","22 Prestige Park Circle","East Hartford","CT","06108","860-728-1061","860-728-1065","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"1510182","None","Nonpublic Elementary and Secondary Schools","","Easter Seals Rehabilitation Center of Greater Waterbury","122 Avenue of Industry","Waterbury","CT","06705","203-236-0188","203-237-0183","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"8330861","None","Nonpublic Elementary and Secondary Schools","","Easter Seals of New Hampshire Robert B Jolicoeur School","1 Mammoth Road","Manchester","NH","03109","603-623-8863","","","APSEP","","","","","","","","","","","","","","","",""
"0450182","None","Nonpublic Elementary and Secondary Schools","","Eastern Community Development Corporation Program","111A Freedom Way","Niantic","CT","06357","860-739-7907 x12","860-739-1873","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0461221","None","Nonpublic Elementary and Secondary Schools","","Easton Country Day School","660 Morehouse Rd.","Easton","CT","06612","203-268-5530","203-268-5863","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"1010161","None","Nonpublic Elementary and Secondary Schools","","Elizabeth Ives School for Special Children","70 State Street","North Haven","CT","06473","203-234-8770","203-234-7238","","APSEP","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"0935121","None","Nonpublic Elementary and Secondary Schools","","Elm City","235 Nicoll St.","New Haven","CT","06511","203-865-8225","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"0940221","None","Nonpublic Elementary and Secondary Schools","","Emmanuel Christian Academy","569 Maple Hill Avenue","Newington","CT","06111","860-666-8387","860-667-3261","","Standard Non-Public","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"0100282","None","Nonpublic Elementary and Secondary Schools","","Employment Options, LLC","116 Main Street","Bethlehem","CT","06751","203-888-3528","203-888-3529","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0490821","None","Nonpublic Elementary and Secondary Schools","","Enfield Christian School","182 Broad  Brook Road","Enfield","CT","06083","860-749-5545","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"0490521","None","Nonpublic Elementary and Secondary Schools","","Enfield Montessori","1325 Enfield Street","Enfield","CT","06082","860-745-5847","860-745-2010","www","Standard Non-Public","","","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"8251261","None","Nonpublic Elementary and Secondary Schools","","Evergreen Center School","345 Fortune Blvd","Milford","MA","01757","508-478-2631","","","APSEP","","","","","","","","","","","","","","","",""
"1670121","None","Nonpublic Elementary and Secondary Schools","","Ezra Academy","75 Rimmon Road","Woodbridge","CT","06525","203-389-5500","203-387-5607","","Standard Non-Public","","","0","1","1","1","1","1","1","1","1","1","0","0","0","0"
"8251361","None","Nonpublic Elementary and Secondary Schools","","F. L. Chamberlain School","1 Pleasant Street P.O.Box 778","Middleboro","MA","02346","508-947-7825","","","APSEP","","","","","","","","","","","","","","","",""
"0516121","None","Nonpublic Elementary and Secondary Schools","","Fairfield College-Preparatory","1073 North Benson Road","Fairfield","CT","06824","203-254-4200","203-254-4108","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0510321","None","Nonpublic Elementary and Secondary Schools","","Fairfield Country Day School","2970 Bronson Road","Fairfield","CT","06824","203-259-2723","203-259-3249","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","1","0","0","0"
"0152121","None","Nonpublic Elementary and Secondary Schools","","Fairfield County SDA School","827 Trumbull Avenue","Bridgeport","CT","06606","203-374-3203","203-374-3203","","Standard Non-Public","","","0","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0960921","None","Nonpublic Elementary and Secondary Schools","","Faith Preparatory School","600 Danbury Rd.,Suite 2","New Milford","CT","06776","860-210-3685","860-210-3685","www","Standard Non-Public","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"8360121","None","Nonpublic Elementary and Secondary Schools","","Family Foundation School","431 Chapel Hill Road","Hancock","NY","13783","845-887-5213","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"0040221","None","Nonpublic Elementary and Secondary Schools","","Farmington Valley Academy Montessori","150 Fisher Drive","Avon","CT","06001","860-677-2403","866-215-4638","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0970121","None","Nonpublic Elementary and Secondary Schools","","Fraser Woods Montessori School","173 South Main Street","Newtown","CT","06470","203-426-3390","203-426-0692","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0230121","None","Nonpublic Elementary and Secondary Schools","","Fresh Start School","126 Dowd Avenue","Canton","CT","06019","860-693-8809","","focuscenterforautism.org/our-programs/freshstart/","APSEP","","","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"0510521","None","Nonpublic Elementary and Secondary Schools","","Fusion Academy Fairfield","2150 Post Road","Fairfield","CT","06824","475-888-9256","","fusionacademy.com","Standard Non-Public","","","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"0570521","None","Nonpublic Elementary and Secondary Schools","","Fusion Academy Greenwich","66 Gatehouse Road Stamford, CT 06902","Greenwich","CT","06902","585-413-8637","","fusionacademy.com","Standard Non-Public","","","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"0646061","None","Nonpublic Elementary and Secondary Schools","","Futures School","1030 New Britain Ave","West Hartford","CT","06110","860-347-5099","860-218-2853","","APSEP","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0830182","None","Nonpublic Elementary and Secondary Schools","","Futures, Inc.","158 Broad Street","Middletown","CT","06457","860-347-5099","860-218-2853","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"1550161","None","Nonpublic Elementary and Secondary Schools","","Gengras Center","1678 Asylum Avenue","West Hartford","CT","06117","860-231-5616","860-231-6795","","APSEP","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"8421661","None","Nonpublic Elementary and Secondary Schools","","George Junior Republic","233 George Junior Rd","Grove City","CT","16127","724-458-9330","","www","APSEP","","","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"8251461","None","Nonpublic Elementary and Secondary Schools","","Germaine Lawrence School.","18 Claremont Avenue","Arlington","MA","02474","781-648-6200","","","APSEP","","","","","","","","","","","","","","","",""
"8360721","None","Nonpublic Elementary and Secondary Schools","","Gersh Academy","358 Hoffman Lane","Hauppage","NY","11788","631-385-3342","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"0510261","None","Nonpublic Elementary and Secondary Schools","","Giant Steps CT School","309 Barberry Road","Southport","CT","06890","203-254-3491","203-254-8510","","APSEP","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
